Downloaded at: 2026/09/16 14:28:09

,Sakai,Sakai,Sakai,Sakai,Sakai,Sakai,Kankuushima,Kankuushima,Kankuushima,Kankuushima,Kankuushima,Kankuushima,Kumatori,Kumatori,Kumatori,Kumatori,Kumatori,Kumatori
Date,Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃)
,,,,,,,,,,,,,,,,,,
,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.
2024/8/21,35.1,8,1,26.0,8,1,33.0,8,1,26.5,8,1,34.0,8,1,25.3,8,1
2024/8/22,35.9,8,1,26.6,8,1,33.1,8,1,26.4,8,1,35.7,8,1,25.4,8,1
2024/8/23,35.8,8,1,26.6,8,1,31.9,8,1,27.0,8,1,36.5,8,1,26.6,8,1
2024/8/24,36.2,8,1,26.6,8,1,34.3,8,1,27.5,8,1,34.3,8,1,25.7,8,1
2024/8/25,35.8,8,1,26.4,8,1,31.4,8,1,25.3,8,1,34.8,8,1,24.7,8,1
2024/8/26,37.4,8,1,25.9,8,1,32.0,8,1,25.9,8,1,34.3,8,1,24.2,8,1
2024/8/27,37.0,8,1,25.8,8,1,32.9,8,1,26.5,8,1,34.7,8,1,25.3,8,1
2024/8/28,35.3,8,1,25.7,8,1,32.6,8,1,24.0,8,1,34.6,8,1,22.6,8,1
2024/8/29,30.2,8,1,24.9,8,1,29.5,8,1,24.7,8,1,28.8,8,1,23.6,8,1
2024/8/30,37.2,8,1,25.4,8,1,35.3,8,1,25.0,8,1,35.5,8,1,24.1,8,1
2024/8/31,29.2,8,1,24.2,8,1,30.0,8,1,25.4,8,1,29.2,8,1,23.2,8,1
2024/9/1,31.3,8,1,24.2,8,1,29.3,8,1,25.7,8,1,29.3,8,1,24.0,8,1
2024/9/2,33.7,8,1,25.3,8,1,32.2,8,1,26.9,8,1,33.2,8,1,25.3,8,1
2024/9/3,31.4,8,1,25.0,8,1,29.8,8,1,26.0,8,1,30.7,8,1,23.2,8,1
2024/9/4,33.8,8,1,22.7,8,1,30.1,5,1,23.6,5,1,32.8,8,1,21.3,8,1
2024/9/5,32.3,8,1,24.3,8,1,30.8,8,1,25.4,8,1,31.6,8,1,23.8,8,1
2024/9/6,33.7,8,1,23.4,8,1,31.2,8,1,25.8,8,1,32.9,8,1,23.1,8,1
2024/9/7,34.5,8,1,23.2,8,1,31.1,8,1,25.3,8,1,33.5,8,1,22.7,8,1
2024/9/8,34.7,8,1,24.2,8,1,31.2,8,1,25.6,8,1,33.9,8,1,23.5,8,1
2024/9/9,37.3,8,1,25.8,8,1,31.9,8,1,26.5,8,1,34.2,8,1,24.5,8,1
2024/9/10,35.4,8,1,27.1,8,1,31.5,8,1,27.0,8,1,33.9,8,1,24.9,8,1
2024/9/11,35.0,8,1,26.4,8,1,32.0,8,1,26.0,8,1,33.4,8,1,24.9,8,1
2024/9/12,35.8,8,1,25.9,8,1,32.8,8,1,26.9,8,1,33.6,8,1,24.3,8,1
2024/9/13,33.1,8,1,25.1,8,1,31.3,8,1,26.9,8,1,32.7,8,1,25.0,8,1
2024/9/14,35.9,8,1,26.1,8,1,30.9,8,1,26.6,8,1,33.1,8,1,24.1,8,1
2024/9/15,32.4,8,1,26.5,8,1,30.5,8,1,26.3,8,1,32.2,8,1,25.0,8,1
2024/9/16,35.3,8,1,25.6,8,1,32.8,8,1,26.3,8,1,33.2,8,1,24.5,8,1
2024/9/17,34.3,8,1,25.7,8,1,31.5,8,1,26.2,8,1,32.8,8,1,24.3,8,1
2024/9/18,33.6,8,1,25.8,8,1,32.8,8,1,26.2,8,1,33.8,8,1,24.7,8,1
2024/9/19,34.1,8,1,25.8,8,1,32.2,8,1,28.1,8,1,34.3,8,1,25.1,8,1
2024/9/20,34.1,8,1,25.2,8,1,33.2,8,1,27.3,8,1,35.2,8,1,25.9,8,1
2024/9/21,34.4,8,1,26.7,8,1,34.2,8,1,28.5,8,1,32.8,8,1,27.8,8,1
2024/9/22,29.8,8,1,23.3,8,1,28.8,8,1,23.4,8,1,28.2,8,1,21.6,8,1
2024/9/23,29.1,8,1,19.6,8,1,27.3,8,1,22.4,8,1,27.0,8,1,19.5,8,1
2024/9/24,32.2,8,1,20.2,8,1,28.3,8,1,21.9,8,1,29.4,8,1,19.0,8,1
2024/9/25,30.9,8,1,21.8,8,1,28.3,8,1,22.3,8,1,29.5,8,1,18.7,8,1
2024/9/26,33.7,8,1,20.7,8,1,30.4,8,1,23.1,8,1,31.4,8,1,20.8,8,1
2024/9/27,31.7,8,1,25.2,8,1,30.2,8,1,25.6,8,1,30.6,8,1,23.9,8,1
2024/9/28,29.9,8,1,25.2,8,1,29.6,8,1,25.5,8,1,28.6,8,1,24.2,8,1
2024/9/29,27.9,8,1,24.1,8,1,27.4,8,1,24.7,8,1,27.0,8,1,22.6,8,1
2024/9/30,30.9,8,1,22.5,8,1,26.8,8,1,22.3,8,1,28.6,8,1,20.9,8,1
2024/10/1,30.8,8,1,20.3,8,1,29.3,8,1,23.1,8,1,29.9,8,1,20.9,8,1
2024/10/2,31.6,8,1,21.2,8,1,28.2,8,1,23.0,8,1,29.3,8,1,21.7,8,1
2024/10/3,24.3,8,1,21.2,8,1,24.0,8,1,21.7,8,1,23.2,8,1,20.8,8,1
2024/10/4,24.5,8,1,19.9,8,1,25.0,8,1,21.2,8,1,24.6,8,1,20.2,8,1
2024/10/5,28.9,8,1,20.1,8,1,25.5,8,1,21.4,8,1,27.0,8,1,19.6,8,1
2024/10/6,31.4,8,1,18.9,8,1,26.4,8,1,19.7,8,1,28.9,8,1,17.6,8,1
2024/10/7,30.3,8,1,20.7,8,1,29.7,8,1,21.0,8,1,29.7,8,1,20.3,8,1
2024/10/8,25.1,8,1,17.0,8,1,25.0,8,1,17.9,8,1,24.5,8,1,16.6,8,1
2024/10/9,25.0,8,1,17.0,8,1,24.5,8,1,18.0,8,1,24.6,8,1,16.6,8,1
2024/10/10,27.0,8,1,16.0,8,1,24.4,8,1,19.3,8,1,24.9,8,1,15.6,8,1
2024/10/11,26.1,8,1,15.1,8,1,23.3,8,1,18.1,8,1,24.0,8,1,16.0,8,1
2024/10/12,27.6,8,1,15.0,8,1,24.1,8,1,17.4,8,1,25.0,8,1,13.8,8,1
2024/10/13,29.1,8,1,16.2,8,1,25.9,8,1,17.8,8,1,27.3,8,1,14.2,8,1
2024/10/14,29.7,8,1,16.5,8,1,25.7,8,1,18.3,8,1,26.8,8,1,15.0,8,1
2024/10/15,29.3,8,1,17.3,8,1,25.9,8,1,20.0,8,1,27.9,8,1,17.5,8,1
2024/10/16,27.8,8,1,21.0,8,1,25.3,5,1,21.5,5,1,26.4,8,1,19.7,8,1
2024/10/17,29.3,8,1,19.0,8,1,25.9,8,1,20.6,8,1,27.6,8,1,18.9,8,1
2024/10/18,28.0,8,1,21.8,8,1,25.3,8,1,22.4,8,1,26.2,8,1,21.0,8,1
2024/10/19,28.7,8,1,18.7,8,1,28.1,8,1,19.2,8,1,29.1,8,1,18.5,8,1
2024/10/20,21.5,8,1,15.5,8,1,20.7,8,1,16.6,8,1,20.8,8,1,14.6,8,1
2024/10/21,26.0,8,1,14.0,8,1,24.7,8,1,15.1,8,1,25.5,8,1,11.9,8,1
2024/10/22,26.3,8,1,18.4,8,1,24.5,8,1,16.5,8,1,24.6,8,1,14.5,8,1
2024/10/23,30.6,8,1,19.8,8,1,28.5,8,1,21.1,8,1,29.2,8,1,19.3,8,1
2024/10/24,24.0,8,1,19.3,8,1,23.2,8,1,19.1,8,1,22.5,8,1,15.8,8,1
2024/10/25,26.0,8,1,18.0,8,1,24.5,8,1,18.8,8,1,23.7,8,1,16.8,8,1
2024/10/26,22.3,8,1,17.4,8,1,22.1,8,1,18.6,8,1,21.2,8,1,16.0,8,1
2024/10/27,26.8,8,1,16.7,8,1,24.2,8,1,17.9,8,1,25.1,8,1,16.5,8,1
2024/10/28,21.3,8,1,17.1,8,1,21.5,8,1,17.2,8,1,20.6,8,1,16.8,8,1
2024/10/29,19.0,8,1,16.5,8,1,19.6,8,1,17.3,8,1,18.2,8,1,16.2,8,1
2024/10/30,22.3,8,1,13.1,8,1,21.8,8,1,17.4,8,1,22.1,8,1,12.7,8,1
2024/10/31,22.8,8,1,11.6,8,1,21.4,8,1,15.0,8,1,20.7,8,1,11.7,8,1
2024/11/1,23.1,8,1,14.9,8,1,22.7,8,1,17.0,8,1,22.5,8,1,14.8,8,1
2024/11/2,22.6,8,1,18.2,8,1,26.5,8,1,18.8,8,1,26.4,8,1,17.6,8,1
2024/11/3,22.9,8,1,12.9,8,1,22.5,8,1,14.8,8,1,22.4,8,1,11.8,8,1
2024/11/4,24.2,8,1,11.4,8,1,22.0,8,1,12.7,8,1,23.8,8,1,10.7,8,1
2024/11/5,21.5,8,1,14.0,8,1,21.4,8,1,16.4,8,1,20.8,8,1,13.8,8,1
2024/11/6,20.9,8,1,12.6,8,1,20.0,8,1,15.9,8,1,19.4,8,1,12.2,8,1
2024/11/7,16.5,8,1,10.5,8,1,16.8,8,1,12.2,8,1,15.9,8,1,9.5,8,1
2024/11/8,17.3,8,1,7.4,8,1,16.6,8,1,10.5,8,1,15.7,8,1,8.1,8,1
2024/11/9,21.3,8,1,6.2,8,1,20.1,8,1,9.2,8,1,20.0,8,1,5.6,8,1
2024/11/10,24.5,8,1,10.0,8,1,20.0,8,1,12.8,8,1,21.0,8,1,9.4,8,1
2024/11/11,23.1,8,1,12.7,8,1,21.8,8,1,15.0,8,1,21.7,8,1,12.4,8,1
2024/11/12,22.0,8,1,11.3,8,1,20.4,8,1,13.2,8,1,21.5,8,1,11.2,8,1
2024/11/13,22.0,8,1,11.9,8,1,20.9,8,1,14.1,8,1,20.7,8,1,12.3,8,1
2024/11/14,22.5,8,1,10.5,8,1,19.7,8,1,12.8,8,1,21.2,8,1,9.6,8,1
2024/11/15,21.1,8,1,14.9,8,1,20.1,8,1,15.4,8,1,20.6,8,1,13.7,8,1
2024/11/16,19.1,8,1,15.5,8,1,19.2,8,1,16.8,8,1,17.3,8,1,14.6,8,1
2024/11/17,23.0,8,1,14.3,8,1,21.2,8,1,16.6,8,1,22.2,8,1,14.4,8,1
2024/11/18,17.7,8,1,8.6,8,1,17.5,8,1,11.2,8,1,16.7,8,1,8.5,8,1
2024/11/19,13.4,8,1,7.2,8,1,12.4,8,1,9.5,8,1,11.7,8,1,6.7,8,1
2024/11/20,16.4,8,1,5.6,8,1,14.9,8,1,8.0,8,1,14.7,8,1,5.2,8,1
2024/11/21,17.7,8,1,6.0,8,1,17.7,8,1,9.9,8,1,16.7,8,1,6.4,8,1
2024/11/22,18.0,8,1,7.1,8,1,18.0,8,1,13.0,8,1,17.0,8,1,8.5,8,1
2024/11/23,15.0,8,1,6.4,8,1,13.9,8,1,10.5,8,1,13.6,8,1,7.4,8,1
2024/11/24,12.4,8,1,4.0,8,1,13.0,8,1,8.5,8,1,12.4,8,1,5.6,8,1
2024/11/25,16.5,8,1,4.4,8,1,15.9,8,1,8.1,8,1,15.3,8,1,5.5,8,1
2024/11/26,22.2,8,1,8.5,8,1,21.5,8,1,10.8,8,1,22.1,8,1,6.7,8,1
2024/11/27,16.0,8,1,11.3,8,1,16.6,8,1,11.6,8,1,15.3,8,1,10.7,8,1
2024/11/28,13.5,8,1,9.0,8,1,14.0,8,1,8.5,8,1,13.3,8,1,7.1,8,1
2024/11/29,12.7,8,1,8.3,8,1,13.2,8,1,10.3,8,1,12.7,8,1,6.8,8,1
2024/11/30,14.0,8,1,8.7,8,1,14.3,8,1,10.7,8,1,13.2,8,1,6.8,8,1
2024/12/1,15.5,8,1,6.0,8,1,15.2,8,1,10.7,8,1,15.2,8,1,6.0,8,1
2024/12/2,17.6,8,1,5.7,8,1,15.9,8,1,7.9,8,1,17.0,8,1,6.1,8,1
2024/12/3,19.1,8,1,6.8,8,1,18.2,8,1,9.2,8,1,19.0,8,1,8.1,8,1
2024/12/4,15.2,8,1,6.2,8,1,15.3,8,1,11.1,8,1,14.1,8,1,6.7,8,1
2024/12/5,12.9,8,1,8.0,8,1,12.9,8,1,10.9,8,1,12.9,8,1,7.7,8,1
2024/12/6,14.2,8,1,8.8,8,1,13.8,8,1,10.9,8,1,14.3,8,1,6.8,8,1
2024/12/7,12.9,8,1,8.8,8,1,12.3,8,1,9.9,8,1,12.2,8,1,7.5,8,1
2024/12/8,12.1,8,1,3.1,8,1,10.8,8,1,7.7,8,1,9.5,8,1,5.0,8,1
2024/12/9,12.9,8,1,2.7,8,1,11.9,8,1,8.0,8,1,11.4,8,1,3.3,8,1
2024/12/10,12.9,8,1,1.2,8,1,13.0,8,1,5.5,8,1,12.5,8,1,3.9,8,1
2024/12/11,13.6,8,1,3.1,8,1,13.2,8,1,8.6,8,1,13.0,8,1,5.1,8,1
2024/12/12,12.0,8,1,2.2,8,1,10.7,8,1,6.2,8,1,10.5,8,1,2.9,8,1
2024/12/13,13.1,8,1,2.2,8,1,13.0,8,1,5.7,8,1,13.0,8,1,3.2,8,1
2024/12/14,9.5,8,1,4.3,8,1,10.9,8,1,6.1,8,1,9.2,8,1,3.6,8,1
2024/12/15,10.6,8,1,4.6,8,1,10.9,8,1,8.0,8,1,9.6,8,1,3.3,8,1
2024/12/16,12.2,8,1,5.2,8,1,11.9,8,1,9.0,8,1,11.8,8,1,5.9,8,1
2024/12/17,12.2,8,1,4.0,8,1,11.5,8,1,8.1,8,1,11.5,8,1,3.5,8,1
2024/12/18,10.9,8,1,2.5,8,1,10.5,8,1,8.3,8,1,10.2,8,1,3.0,8,1
2024/12/19,8.8,8,1,0.3,8,1,8.9,8,1,5.7,8,1,7.9,8,1,1.4,8,1
2024/12/20,9.7,8,1,-1.5,8,1,9.0,8,1,3.1,8,1,9.4,8,1,0.6,8,1
2024/12/21,13.2,8,1,1.2,8,1,12.6,8,1,4.4,8,1,14.0,8,1,2.6,8,1
2024/12/22,10.0,8,1,4.4,8,1,9.8,8,1,7.1,8,1,8.3,8,1,5.5,8,1
2024/12/23,10.2,8,1,3.5,8,1,10.6,8,1,6.1,8,1,10.4,8,1,2.8,8,1
2024/12/24,11.4,8,1,2.5,8,1,10.6,8,1,6.7,8,1,10.1,8,1,3.7,8,1
2024/12/25,12.4,8,1,-0.1,8,1,11.2,8,1,4.7,8,1,13.3,8,1,1.8,8,1
2024/12/26,12.9,8,1,6.5,8,1,12.6,8,1,9.2,8,1,12.3,8,1,7.5,8,1
2024/12/27,10.6,8,1,5.7,8,1,10.2,8,1,7.2,8,1,9.4,8,1,5.9,8,1
2024/12/28,8.9,8,1,4.7,8,1,8.6,8,1,6.0,8,1,8.3,8,1,4.2,8,1
2024/12/29,9.8,8,1,4.6,8,1,9.3,8,1,5.8,8,1,9.3,8,1,1.7,8,1
2024/12/30,11.6,8,1,1.3,8,1,11.7,8,1,5.0,8,1,11.9,8,1,2.1,8,1
2024/12/31,13.2,8,1,4.1,8,1,12.0,8,1,7.1,8,1,12.0,8,1,5.9,8,1
2025/1/1,11.0,8,1,1.2,8,1,10.9,8,1,6.6,8,1,11.0,8,1,2.1,8,1
2025/1/2,11.9,8,1,0.4,8,1,11.8,8,1,7.8,8,1,11.4,8,1,2.5,8,1
2025/1/3,11.3,8,1,1.0,8,1,10.6,8,1,6.1,8,1,10.5,8,1,2.7,8,1
2025/1/4,9.6,8,1,3.5,8,1,9.0,8,1,5.7,8,1,8.7,8,1,3.2,8,1
2025/1/5,10.2,8,1,-0.4,8,1,9.5,8,1,4.0,8,1,10.2,8,1,1.7,8,1
2025/1/6,8.0,8,1,4.6,8,1,10.2,8,1,4.7,8,1,7.4,8,1,2.5,8,1
2025/1/7,8.8,8,1,3.4,8,1,9.9,8,1,5.2,8,1,7.6,8,1,3.7,8,1
2025/1/8,8.8,8,1,1.3,8,1,8.1,8,1,5.0,8,1,7.7,8,1,2.3,8,1
2025/1/9,7.4,8,1,0.6,8,1,8.1,8,1,0.7,8,1,6.3,8,1,-1.2,8,1
2025/1/10,6.9,8,1,-0.8,8,1,7.1,8,1,1.6,8,1,5.3,8,1,-1.1,8,1
2025/1/11,9.1,8,1,2.0,8,1,7.5,8,1,4.4,8,1,7.5,8,1,2.0,8,1
2025/1/12,9.3,8,1,2.5,8,1,8.7,8,1,4.3,8,1,9.1,8,1,2.9,8,1
2025/1/13,9.3,8,1,3.1,8,1,9.5,8,1,5.6,8,1,9.1,8,1,4.4,8,1
2025/1/14,10.5,8,1,4.4,8,1,10.3,8,1,6.9,8,1,10.6,8,1,2.6,8,1
2025/1/15,9.9,8,1,1.8,8,1,10.2,8,1,4.8,8,1,9.8,8,1,3.0,8,1
2025/1/16,8.0,8,1,1.7,8,1,8.0,8,1,4.1,8,1,7.3,8,1,1.3,8,1
2025/1/17,9.5,8,1,0.2,8,1,8.5,8,1,4.0,8,1,8.4,8,1,-0.2,8,1
2025/1/18,10.3,8,1,0.5,8,1,8.1,8,1,3.7,8,1,8.8,8,1,-0.5,8,1
2025/1/19,15.2,8,1,1.2,8,1,10.4,8,1,2.4,8,1,13.6,8,1,1.3,8,1
2025/1/20,13.3,8,1,4.8,8,1,12.0,8,1,7.0,8,1,13.0,8,1,5.1,8,1
2025/1/21,13.6,8,1,2.4,8,1,10.8,8,1,5.0,8,1,11.4,8,1,2.3,8,1
2025/1/22,11.9,8,1,0.3,8,1,11.4,8,1,3.9,8,1,11.7,8,1,2.5,8,1
2025/1/23,14.3,8,1,2.0,8,1,11.4,8,1,4.4,8,1,14.0,8,1,3.9,8,1
2025/1/24,14.3,8,1,2.4,8,1,11.9,8,1,3.4,8,1,13.5,8,1,3.1,8,1
2025/1/25,11.0,8,1,2.6,8,1,10.6,8,1,5.1,8,1,9.8,8,1,2.5,8,1
2025/1/26,10.8,8,1,-0.1,8,1,9.8,8,1,3.5,8,1,9.6,8,1,0.7,8,1
2025/1/27,8.4,8,1,1.0,8,1,8.7,8,1,3.6,8,1,8.3,8,1,1.4,8,1
2025/1/28,9.3,8,1,4.8,8,1,8.9,8,1,5.9,8,1,8.7,8,1,4.0,8,1
2025/1/29,8.4,8,1,3.3,8,1,7.9,8,1,4.5,8,1,7.2,8,1,2.8,8,1
2025/1/30,8.7,8,1,2.7,8,1,7.2,8,1,4.3,8,1,7.3,8,1,3.2,8,1
2025/1/31,10.5,8,1,2.5,8,1,9.1,8,1,4.3,8,1,8.9,8,1,2.2,8,1
2025/2/1,10.6,8,1,0.6,8,1,9.3,8,1,3.1,8,1,9.8,8,1,1.8,8,1
2025/2/2,10.7,8,1,4.9,8,1,10.1,8,1,5.3,8,1,9.4,8,1,4.2,8,1
2025/2/3,11.4,8,1,3.7,8,1,11.6,8,1,5.0,8,1,11.6,8,1,3.4,8,1
2025/2/4,5.6,8,1,1.1,8,1,5.4,8,1,2.1,8,1,4.7,8,1,0.7,8,1
2025/2/5,5.1,8,1,-0.1,8,1,4.8,8,1,1.3,8,1,3.8,8,1,-0.6,8,1
2025/2/6,5.0,8,1,0.2,8,1,4.9,8,1,1.4,8,1,3.7,8,1,-0.4,8,1
2025/2/7,7.0,8,1,-1.0,8,1,6.6,8,1,0.3,8,1,7.0,8,1,-1.2,8,1
2025/2/8,6.6,8,1,-2.0,8,1,5.1,8,1,-0.1,8,1,4.5,8,1,-1.7,8,1
2025/2/9,8.0,8,1,-0.3,8,1,7.1,8,1,2.6,8,1,6.7,8,1,-0.2,8,1
2025/2/10,8.1,8,1,0.7,8,1,7.2,8,1,4.2,8,1,7.4,8,1,-0.4,8,1
2025/2/11,9.2,8,1,0.3,8,1,6.9,8,1,2.2,8,1,6.9,8,1,-0.4,8,1
2025/2/12,8.3,8,1,-2.5,8,1,12.4,8,1,0.3,8,1,12.8,8,1,-1.0,8,1
2025/2/13,9.2,8,1,0.2,8,1,9.0,8,1,5.1,8,1,10.4,8,1,0.2,8,1
2025/2/14,10.1,8,1,-1.4,8,1,9.9,8,1,4.2,8,1,9.7,8,1,-0.8,8,1
2025/2/15,12.7,8,1,-1.0,8,1,9.2,8,1,1.9,8,1,11.5,8,1,0.9,8,1
2025/2/16,12.3,8,1,6.3,8,1,9.9,8,1,6.6,8,1,11.6,8,1,5.8,8,1
2025/2/17,11.8,8,1,2.5,8,1,9.5,8,1,3.9,8,1,10.3,8,1,2.7,8,1
2025/2/18,7.2,8,1,0.5,8,1,6.6,8,1,2.6,8,1,6.5,8,1,-1.6,8,1
2025/2/19,6.7,8,1,0.4,8,1,6.2,8,1,2.1,8,1,5.6,8,1,-1.1,8,1
2025/2/20,7.5,8,1,-1.7,8,1,7.1,8,1,2.5,8,1,6.7,8,1,-1.9,8,1
2025/2/21,7.7,8,1,2.2,8,1,6.7,8,1,2.4,8,1,6.9,8,1,0.3,8,1
2025/2/22,7.5,8,1,-1.1,8,1,6.1,8,1,1.3,8,1,6.5,8,1,-0.4,8,1
2025/2/23,8.1,8,1,-1.2,8,1,7.4,8,1,1.8,8,1,7.6,8,1,-1.7,8,1
2025/2/24,7.4,8,1,0.8,8,1,7.0,8,1,2.5,8,1,6.2,8,1,-0.5,8,1
2025/2/25,10.2,8,1,0.7,8,1,7.7,8,1,3.8,8,1,9.6,8,1,-0.4,8,1
2025/2/26,13.5,8,1,3.2,8,1,12.0,8,1,5.6,8,1,12.2,8,1,4.1,8,1
2025/2/27,12.9,8,1,0.4,8,1,11.5,8,1,4.1,8,1,13.0,8,1,2.0,8,1
2025/2/28,14.3,8,1,5.0,8,1,11.0,8,1,7.0,8,1,12.8,8,1,6.1,8,1
2025/3/1,16.4,8,1,3.6,8,1,12.2,8,1,6.5,8,1,16.4,8,1,5.1,8,1
2025/3/2,16.0,8,1,10.7,8,1,13.8,8,1,9.6,8,1,15.8,8,1,10.4,8,1
2025/3/3,13.9,8,1,5.6,8,1,11.3,8,1,6.2,8,1,13.7,8,1,5.3,8,1
2025/3/4,9.3,8,1,4.2,8,1,9.0,8,1,4.1,8,1,8.2,8,1,3.4,8,1
2025/3/5,10.6,8,1,7.7,8,1,9.5,8,1,7.9,8,1,9.0,8,1,6.7,8,1
2025/3/6,11.8,8,1,4.2,8,1,9.2,8,1,5.6,8,1,9.9,8,1,4.3,8,1
2025/3/7,9.1,8,1,1.5,8,1,9.0,8,1,4.0,8,1,8.7,8,1,1.5,8,1
2025/3/8,10.1,8,1,0.3,8,1,7.5,8,1,2.4,8,1,8.9,8,1,0.3,8,1
2025/3/9,13.3,8,1,-0.2,8,1,10.5,8,1,2.4,8,1,11.7,8,1,1.1,8,1
2025/3/10,15.4,8,1,0.4,8,1,11.8,8,1,1.5,8,1,13.3,8,1,1.3,8,1
2025/3/11,13.0,8,1,7.9,8,1,10.7,8,1,8.2,8,1,12.6,8,1,7.1,8,1
2025/3/12,17.3,8,1,8.1,8,1,14.4,8,1,9.0,8,1,16.6,8,1,8.1,8,1
2025/3/13,17.4,8,1,9.0,8,1,13.3,8,1,9.5,8,1,16.1,8,1,7.0,8,1
2025/3/14,17.9,8,1,4.8,8,1,11.9,8,1,6.3,8,1,16.8,8,1,4.2,8,1
2025/3/15,9.4,8,1,5.8,8,1,9.9,8,1,6.2,8,1,9.4,8,1,5.7,8,1
2025/3/16,13.4,8,1,7.4,8,1,10.1,8,1,7.9,8,1,11.0,8,1,5.8,8,1
2025/3/17,10.6,8,1,2.8,8,1,9.0,8,1,5.6,8,1,9.1,8,1,2.4,8,1
2025/3/18,13.7,8,1,0.4,8,1,13.0,8,1,2.4,8,1,12.9,8,1,1.0,8,1
2025/3/19,9.0,8,1,0.4,8,1,7.9,8,1,3.1,8,1,7.2,8,1,0.7,8,1
2025/3/20,11.1,8,1,-1.6,8,1,10.6,8,1,1.8,8,1,10.7,8,1,0.1,8,1
2025/3/21,16.9,8,1,2.1,8,1,16.8,8,1,6.8,8,1,17.8,8,1,6.0,8,1
2025/3/22,20.7,8,1,6.4,8,1,19.7,8,1,11.0,8,1,21.1,8,1,11.9,8,1
2025/3/23,22.1,8,1,9.2,8,1,20.9,8,1,10.3,8,1,22.1,8,1,11.1,8,1
2025/3/24,21.4,8,1,9.5,8,1,22.3,8,1,10.5,8,1,23.7,8,1,10.6,8,1
2025/3/25,24.1,8,1,8.9,8,1,21.2,8,1,10.6,8,1,24.4,8,1,10.9,8,1
2025/3/26,23.9,8,1,12.2,8,1,23.1,8,1,12.1,8,1,23.5,8,1,13.3,8,1
2025/3/27,26.6,8,1,11.7,8,1,23.6,8,1,11.7,8,1,25.0,8,1,11.5,8,1
2025/3/28,19.0,8,1,9.6,8,1,19.0,8,1,9.7,8,1,19.5,8,1,9.6,8,1
2025/3/29,14.4,8,1,7.2,8,1,13.0,8,1,7.3,8,1,13.3,8,1,6.2,8,1
2025/3/30,13.3,8,1,4.8,8,1,10.6,8,1,5.2,8,1,11.2,8,1,4.4,8,1
2025/3/31,12.3,8,1,3.4,8,1,9.5,8,1,4.4,8,1,10.8,8,1,2.5,8,1
2025/4/1,15.8,8,1,7.3,8,1,12.3,8,1,7.0,8,1,13.4,8,1,5.5,8,1
2025/4/2,16.0,8,1,9.4,8,1,12.7,8,1,10.0,8,1,13.1,8,1,8.4,8,1
2025/4/3,16.0,8,1,8.6,8,1,13.6,8,1,9.9,8,1,14.6,8,1,8.2,8,1
2025/4/4,16.5,8,1,5.8,8,1,13.9,8,1,7.7,8,1,15.4,8,1,5.3,8,1
2025/4/5,17.2,8,1,5.1,8,1,15.4,8,1,5.7,8,1,16.5,8,1,3.4,8,1
2025/4/6,21.1,8,1,11.8,8,1,17.4,8,1,11.8,8,1,19.2,8,1,11.5,8,1
2025/4/7,18.8,8,1,7.5,8,1,18.1,8,1,8.4,8,1,18.3,8,1,7.1,8,1
2025/4/8,22.8,8,1,6.7,8,1,21.9,8,1,9.6,8,1,23.3,8,1,8.3,8,1
2025/4/9,20.9,8,1,8.6,8,1,17.7,8,1,10.7,8,1,20.2,8,1,8.2,8,1
2025/4/10,22.4,8,1,10.3,8,1,21.0,8,1,12.2,8,1,22.9,8,1,10.7,8,1
2025/4/11,22.3,8,1,11.8,8,1,17.6,8,1,12.3,8,1,20.9,8,1,11.4,8,1
2025/4/12,20.6,8,1,7.8,8,1,19.0,8,1,9.4,8,1,19.3,8,1,8.6,8,1
2025/4/13,19.0,8,1,7.3,8,1,19.0,8,1,9.5,8,1,19.0,8,1,7.2,8,1
2025/4/14,18.8,8,1,6.6,8,1,18.9,8,1,7.8,8,1,19.1,8,1,6.2,8,1
2025/4/15,14.2,8,1,9.2,8,1,12.7,8,1,10.4,8,1,13.1,8,1,7.6,8,1
2025/4/16,17.8,8,1,6.6,8,1,16.8,8,1,8.3,8,1,17.9,8,1,6.0,8,1
2025/4/17,25.0,8,1,9.2,8,1,23.7,8,1,10.7,8,1,25.7,8,1,11.5,8,1
2025/4/18,25.1,8,1,14.2,8,1,24.1,8,1,15.1,8,1,26.6,8,1,16.4,8,1
2025/4/19,27.2,8,1,14.1,8,1,21.8,8,1,13.8,8,1,26.0,8,1,14.4,8,1
2025/4/20,23.2,8,1,16.2,8,1,21.6,8,1,15.5,8,1,23.9,8,1,18.2,8,1
2025/4/21,24.6,8,1,13.3,8,1,22.1,8,1,14.5,8,1,23.9,8,1,13.6,8,1
2025/4/22,26.0,8,1,12.0,8,1,23.2,8,1,13.1,8,1,24.8,8,1,12.0,8,1
2025/4/23,22.4,8,1,17.3,8,1,19.9,8,1,16.3,8,1,22.0,8,1,16.6,8,1
