location_id,city/town,latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
0,Otsu,34.973637,135.85768,97.0,0,GMT,GMT
1,Hikone,35.32513,136.26599,90.0,0,GMT,GMT
2,Nagahama,35.32513,136.26599,93.0,0,GMT,GMT
3,Shigaraki,34.83304,136.19772,243.0,0,GMT,GMT

location_id,time,apparent_temperature_max (°C),apparent_temperature_min (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h)
0,2025-08-28,37.0,30.1,0.20,0.20,0.00,1.0,8.8,24.8
0,2025-08-29,39.7,31.3,0.00,0.00,0.00,0.0,9.4,27.0
0,2025-08-30,41.0,30.8,0.10,0.10,0.00,1.0,7.6,21.6
0,2025-08-31,41.4,30.8,0.10,0.10,0.00,1.0,12.2,28.8
0,2025-09-01,39.9,30.7,0.00,0.00,0.00,0.0,13.4,35.6
0,2025-09-02,38.4,30.8,0.10,0.10,0.00,1.0,12.9,37.1
0,2025-09-03,39.3,29.6,5.70,5.70,0.00,7.0,10.9,28.1
0,2025-09-04,35.7,26.4,48.90,48.90,0.00,20.0,14.8,35.3
0,2025-09-05,37.4,25.8,8.30,8.30,0.00,5.0,17.9,44.3
0,2025-09-06,36.2,25.8,0.00,0.00,0.00,0.0,4.7,17.6
0,2025-09-07,35.6,29.4,0.30,0.30,0.00,3.0,12.4,31.3
0,2025-09-08,36.8,30.3,0.50,0.50,0.00,5.0,8.6,30.6
0,2025-09-09,37.4,29.6,0.10,0.10,0.00,1.0,11.1,32.0
0,2025-09-10,37.6,27.6,21.10,21.10,0.00,15.0,10.5,33.8
0,2025-09-11,34.2,26.4,14.80,14.80,0.00,9.0,9.7,26.3
0,2025-09-12,36.1,27.8,9.00,9.00,0.00,13.0,9.6,26.6
0,2025-09-13,34.2,30.1,15.10,15.10,0.00,7.0,16.6,44.6
0,2025-09-14,33.9,28.7,3.50,3.50,0.00,11.0,12.5,32.0
0,2025-09-15,37.6,29.1,0.30,0.30,0.00,3.0,6.7,19.4
0,2025-09-16,38.2,30.3,0.10,0.10,0.00,1.0,10.0,25.6
0,2025-09-17,37.5,28.2,8.50,8.50,0.00,9.0,12.4,35.3
0,2025-09-18,33.6,23.9,0.30,0.30,0.00,3.0,18.2,48.6
0,2025-09-19,32.3,25.1,2.10,2.10,0.00,5.0,13.7,32.8
0,2025-09-20,31.1,25.8,19.50,19.50,0.00,7.0,17.1,42.8
0,2025-09-21,30.2,18.8,0.00,0.00,0.00,0.0,12.6,34.2
0,2025-09-22,27.1,20.4,0.00,0.00,0.00,0.0,10.4,29.2
0,2025-09-23,28.2,21.9,0.00,0.00,0.00,0.0,10.9,27.0
0,2025-09-24,27.2,23.2,0.50,0.50,0.00,1.0,12.3,31.3
0,2025-09-25,29.2,24.8,0.60,0.60,0.00,3.0,8.1,24.1
0,2025-09-26,31.9,20.1,1.10,1.10,0.00,7.0,7.2,23.8
0,2025-09-27,28.1,18.4,0.00,0.00,0.00,0.0,9.3,26.3
0,2025-09-28,31.3,24.6,17.60,17.60,0.00,12.0,13.3,37.4
0,2025-09-29,26.7,18.0,0.40,0.40,0.00,2.0,14.3,36.7
0,2025-09-30,28.7,19.3,0.90,0.90,0.00,5.0,7.9,18.7
0,2025-10-01,27.6,18.7,2.10,2.10,0.00,3.0,11.6,31.3
0,2025-10-02,27.9,20.4,0.10,0.10,0.00,1.0,5.9,14.4
0,2025-10-03,25.7,22.1,12.10,12.10,0.00,19.0,10.3,24.1
0,2025-10-04,26.8,21.8,8.90,8.90,0.00,10.0,12.9,32.4
0,2025-10-05,28.9,21.4,4.60,4.60,0.00,10.0,6.6,17.6
0,2025-10-06,28.3,21.3,0.00,0.00,0.00,0.0,13.4,34.9
0,2025-10-07,29.3,21.5,0.00,0.00,0.00,0.0,15.6,36.7
0,2025-10-08,30.2,20.9,0.00,0.00,0.00,0.0,12.0,29.2
0,2025-10-09,25.1,17.4,0.00,0.00,0.00,0.0,13.9,35.6
0,2025-10-10,23.9,20.1,0.10,0.10,0.00,1.0,13.8,31.3
0,2025-10-11,26.8,22.8,0.00,0.00,0.00,0.0,12.8,34.2
0,2025-10-12,31.0,24.8,0.40,0.40,0.00,1.0,6.9,19.4
0,2025-10-13,27.3,19.5,0.00,0.00,0.00,0.0,13.5,35.6
0,2025-10-14,29.5,21.4,14.80,14.80,0.00,12.0,11.4,30.2
0,2025-10-15,26.7,22.3,2.10,2.10,0.00,9.0,10.8,27.0
0,2025-10-16,27.8,18.7,4.80,4.80,0.00,7.0,14.3,35.6
0,2025-10-17,26.5,20.0,0.00,0.00,0.00,0.0,14.1,33.1
0,2025-10-18,26.8,19.7,7.80,7.80,0.00,9.0,12.0,31.0
0,2025-10-19,23.5,19.8,6.40,6.40,0.00,8.0,6.8,19.1
0,2025-10-20,23.5,11.2,0.00,0.00,0.00,0.0,12.3,32.8
0,2025-10-21,14.6,12.0,0.30,0.30,0.00,1.0,10.5,29.2
0,2025-10-22,14.0,10.7,4.40,4.40,0.00,10.0,6.5,14.0
0,2025-10-23,19.2,9.9,0.00,0.00,0.00,0.0,9.1,25.6
0,2025-10-24,19.2,12.2,0.00,0.00,0.00,0.0,8.0,20.9
0,2025-10-25,20.2,16.2,22.00,22.00,0.00,10.0,13.9,34.2
0,2025-10-26,22.4,13.7,7.40,7.40,0.00,9.0,11.7,29.9
0,2025-10-27,18.0,8.4,0.00,0.00,0.00,0.0,14.5,38.2
0,2025-10-28,12.7,5.8,0.00,0.00,0.00,0.0,15.1,39.2
0,2025-10-29,15.1,6.2,0.00,0.00,0.00,0.0,10.3,27.7
0,2025-10-30,19.7,11.6,1.10,1.10,0.00,3.0,8.7,20.2
0,2025-10-31,14.8,9.8,31.10,31.10,0.00,14.0,17.9,40.3
0,2025-11-01,16.7,8.7,0.00,0.00,0.00,0.0,18.0,48.6
0,2025-11-02,15.6,6.7,0.10,0.10,0.00,1.0,16.6,41.8
0,2025-11-03,11.6,3.5,0.70,0.70,0.00,4.0,18.2,49.3
0,2025-11-04,15.1,8.8,0.00,0.00,0.00,0.0,7.4,19.1
0,2025-11-05,14.9,9.3,0.80,0.80,0.00,5.0,10.1,26.3
0,2025-11-06,19.1,8.2,0.00,0.00,0.00,0.0,14.3,36.7
0,2025-11-07,16.4,6.0,0.00,0.00,0.00,0.0,13.8,35.6
0,2025-11-08,15.2,10.4,4.50,4.50,0.00,4.0,7.9,20.5
0,2025-11-09,16.1,10.9,18.50,18.50,0.00,10.0,12.5,29.2
0,2025-11-10,12.6,4.1,0.10,0.10,0.00,1.0,20.2,50.8
0,2025-11-11,13.5,4.7,0.00,0.00,0.00,0.0,11.8,31.7
0,2025-11-12,12.4,8.1,0.00,0.00,0.00,0.0,8.2,20.9
0,2025-11-13,15.2,7.0,0.00,0.00,0.00,0.0,6.5,16.9
0,2025-11-14,17.1,4.9,0.00,0.00,0.00,0.0,11.4,29.9
0,2025-11-15,16.0,5.1,0.00,0.00,0.00,0.0,6.9,18.7
0,2025-11-16,16.6,4.9,0.00,0.00,0.00,0.0,3.2,13.0
0,2025-11-17,16.7,5.3,0.00,0.00,0.00,0.0,13.6,34.6
0,2025-11-18,8.1,2.9,0.10,0.10,0.00,1.0,15.6,42.1
0,2025-11-19,8.1,1.7,0.60,0.60,0.00,2.0,7.7,22.3
0,2025-11-20,9.7,1.1,0.00,0.00,0.00,0.0,12.3,32.4
0,2025-11-21,12.2,2.9,0.00,0.00,0.00,0.0,14.5,36.7
0,2025-11-22,12.0,3.1,0.00,0.00,0.00,0.0,6.4,17.3
0,2025-11-23,13.1,2.1,0.00,0.00,0.00,0.0,6.5,19.8
0,2025-11-24,14.5,7.0,2.30,2.30,0.00,4.0,8.3,19.8
0,2025-11-25,11.3,3.8,1.80,1.80,0.00,6.0,10.9,26.6
0,2025-11-26,12.5,3.8,0.20,0.20,0.00,2.0,12.9,34.6
0,2025-11-27,15.4,4.7,6.30,6.30,0.00,5.0,15.5,36.7
0,2025-11-28,8.9,5.0,0.10,0.10,0.00,1.0,16.0,40.3
0,2025-11-29,11.9,1.9,0.00,0.00,0.00,0.0,6.8,19.4
0,2025-11-30,12.5,3.2,0.00,0.00,0.00,0.0,8.2,23.8
0,2025-12-01,16.0,7.4,0.00,0.00,0.00,0.0,9.0,26.6
0,2025-12-02,15.6,4.8,0.50,0.50,0.00,4.0,8.3,23.8
0,2025-12-03,8.3,-3.4,0.10,0.10,0.00,1.0,23.4,57.2
0,2025-12-04,2.0,-2.0,0.10,0.10,0.00,1.0,15.7,38.9
0,2025-12-05,3.7,-2.9,0.00,0.00,0.00,0.0,21.7,55.8
0,2025-12-06,7.0,-1.6,0.00,0.00,0.00,0.0,8.4,24.5
0,2025-12-07,10.7,1.8,0.00,0.00,0.00,0.0,12.9,33.1
0,2025-12-08,11.9,1.3,0.20,0.20,0.00,2.0,16.0,41.0
0,2025-12-09,6.8,-2.1,0.00,0.00,0.00,0.0,12.5,32.4
0,2025-12-10,8.8,0.6,0.00,0.00,0.00,0.0,10.3,28.1
0,2025-12-11,11.6,-0.6,2.20,2.20,0.00,9.0,16.5,40.7
0,2025-12-12,0.9,-3.2,0.00,0.00,0.00,0.0,22.4,55.4
0,2025-12-13,6.3,-0.0,12.60,12.60,0.00,8.0,9.6,23.8
0,2025-12-14,8.5,0.4,0.40,0.40,0.00,4.0,21.8,52.9
0,2025-12-15,5.0,-2.7,0.10,0.10,0.00,1.0,14.5,38.5
0,2025-12-16,7.0,-1.4,0.00,0.00,0.00,0.0,13.1,32.4
0,2025-12-17,9.4,1.4,3.90,3.90,0.00,5.0,12.1,29.5
0,2025-12-18,6.7,-2.2,0.00,0.00,0.00,0.0,14.1,37.1
0,2025-12-19,10.4,2.3,0.20,0.20,0.00,2.0,8.9,18.4
0,2025-12-20,16.2,8.5,2.10,2.10,0.00,1.0,13.9,34.2
0,2025-12-21,13.5,2.3,9.10,9.10,0.00,11.0,14.4,37.1
0,2025-12-22,4.1,-3.5,0.00,0.00,0.00,0.0,18.0,45.7
0,2025-12-23,8.7,1.0,17.50,17.50,0.00,13.0,11.8,29.2
0,2025-12-24,13.0,6.8,1.20,1.20,0.00,7.0,7.6,22.0
0,2025-12-25,11.0,-2.4,7.40,7.20,0.14,12.0,21.7,53.6
0,2025-12-26,0.1,-3.5,1.40,1.10,0.21,4.0,20.7,56.5
0,2025-12-27,2.6,-4.2,0.00,0.00,0.00,0.0,11.7,31.3
0,2025-12-28,6.4,-3.3,0.00,0.00,0.00,0.0,4.2,12.6
0,2025-12-29,6.9,0.3,0.40,0.40,0.00,3.0,9.8,27.7
0,2025-12-30,10.1,-1.7,0.00,0.00,0.00,0.0,9.8,26.3
0,2025-12-31,3.8,-3.0,0.10,0.10,0.00,1.0,15.4,37.8
0,2026-01-01,1.8,-4.4,0.00,0.00,0.00,0.0,16.9,42.5
0,2026-01-02,-0.6,-5.4,1.90,0.00,1.33,4.0,18.3,49.0
0,2026-01-03,1.4,-5.3,0.00,0.00,0.00,0.0,16.1,40.7
0,2026-01-04,3.4,-1.7,0.00,0.00,0.00,0.0,17.7,46.1
0,2026-01-05,6.2,-3.1,1.20,1.20,0.00,4.0,18.4,46.8
0,2026-01-06,2.5,-3.1,0.00,0.00,0.00,0.0,14.3,36.7
0,2026-01-07,5.0,-2.9,0.00,0.00,0.00,0.0,10.7,27.7
0,2026-01-08,1.1,-4.4,1.00,0.80,0.14,6.0,16.7,47.5
0,2026-01-09,2.0,-4.3,0.00,0.00,0.00,0.0,10.3,26.3
0,2026-01-10,8.1,-1.6,0.10,0.10,0.00,1.0,24.9,61.2
0,2026-01-11,-1.2,-7.3,1.60,0.00,1.12,3.0,26.0,68.0
0,2026-01-12,0.8,-4.4,0.00,0.00,0.00,0.0,12.4,34.2
0,2026-01-13,6.4,-2.6,0.00,0.00,0.00,0.0,19.7,50.0
0,2026-01-14,2.2,-4.6,0.00,0.00,0.00,0.0,18.1,47.2
0,2026-01-15,5.8,-0.5,1.50,1.50,0.00,2.0,10.2,28.1
0,2026-01-16,11.3,-1.0,0.00,0.00,0.00,0.0,8.1,22.3
0,2026-01-17,9.9,-0.1,0.00,0.00,0.00,0.0,10.3,25.6
0,2026-01-18,8.7,-2.0,0.00,0.00,0.00,0.0,9.3,25.2
0,2026-01-19,10.9,-0.7,0.30,0.30,0.00,3.0,17.1,45.0
0,2026-01-20,0.1,-5.6,0.20,0.20,0.00,2.0,19.6,49.7
0,2026-01-21,-1.6,-7.7,3.70,0.00,2.59,5.0,17.0,42.8
0,2026-01-22,-2.8,-9.5,0.00,0.00,0.00,0.0,13.8,35.6
0,2026-01-23,-0.7,-5.9,0.00,0.00,0.00,0.0,15.5,39.2
0,2026-01-24,0.7,-5.9,0.40,0.10,0.21,2.0,22.0,55.1
0,2026-01-25,-1.6,-4.2,0.90,0.00,0.63,5.0,17.2,46.8
0,2026-01-26,-0.4,-4.5,0.00,0.00,0.00,0.0,12.0,31.0
0,2026-01-27,3.7,-3.0,0.00,0.00,0.00,0.0,15.8,41.0
0,2026-01-28,1.4,-4.9,0.20,0.20,0.00,2.0,11.2,31.3
0,2026-01-29,0.3,-5.5,0.50,0.50,0.00,5.0,19.2,49.3
0,2026-01-30,0.2,-4.8,0.10,0.00,0.07,1.0,16.5,42.1
0,2026-01-31,-0.2,-5.2,0.00,0.00,0.00,0.0,14.6,36.7
1,2021-01-01,-0.3,-2.4,2.80,0.90,1.33,9.0,29.1,60.5
1,2021-01-02,0.4,-2.0,9.30,4.20,3.57,12.0,24.5,56.9
1,2021-01-03,2.1,-0.8,1.70,1.70,0.00,11.0,21.6,54.4
1,2021-01-04,3.7,-2.6,0.00,0.00,0.00,0.0,18.0,34.2
1,2021-01-05,5.6,-1.3,1.20,1.20,0.00,6.0,21.6,41.4
1,2021-01-06,3.1,-2.7,0.00,0.00,0.00,0.0,21.1,40.3
1,2021-01-07,-0.9,-8.5,1.70,0.60,0.77,5.0,35.9,72.0
1,2021-01-08,-5.1,-7.7,0.40,0.00,0.28,4.0,27.4,54.0
1,2021-01-09,-3.6,-7.3,1.60,0.00,1.12,11.0,24.6,49.0
1,2021-01-10,-1.7,-4.9,2.60,0.60,1.40,16.0,19.1,39.6
1,2021-01-11,1.8,-3.6,1.20,1.20,0.00,4.0,14.9,28.1
1,2021-01-12,2.8,-3.7,3.00,2.90,0.07,9.0,12.3,25.2
1,2021-01-13,4.7,-0.9,0.00,0.00,0.00,0.0,13.5,23.0
1,2021-01-14,6.9,-1.9,0.00,0.00,0.00,0.0,13.5,30.6
1,2021-01-15,9.2,0.9,0.10,0.10,0.00,1.0,12.6,25.2
1,2021-01-16,8.4,-2.0,2.50,2.50,0.00,5.0,24.0,52.6
1,2021-01-17,2.6,-3.1,2.00,2.00,0.00,10.0,28.7,60.8
1,2021-01-18,1.2,-4.2,9.10,1.70,5.18,10.0,26.1,60.1
1,2021-01-19,-3.8,-5.3,1.50,0.10,0.98,7.0,28.7,59.0
1,2021-01-20,-0.2,-4.3,0.00,0.00,0.00,0.0,17.5,36.4
1,2021-01-21,6.5,0.7,3.50,3.50,0.00,9.0,8.5,17.3
1,2021-01-22,8.6,4.2,4.10,4.10,0.00,13.0,8.3,14.8
1,2021-01-23,6.4,2.9,26.70,26.70,0.00,24.0,8.2,15.1
1,2021-01-24,4.4,-0.2,6.80,6.80,0.00,11.0,11.5,24.1
1,2021-01-25,7.1,-0.5,0.00,0.00,0.00,0.0,15.1,28.1
1,2021-01-26,10.5,3.7,15.20,15.20,0.00,11.0,24.5,46.1
1,2021-01-27,7.5,-1.4,0.00,0.00,0.00,0.0,25.7,48.6
1,2021-01-28,6.9,-5.7,2.10,1.90,0.14,4.0,31.8,59.8
1,2021-01-29,-3.7,-6.6,13.20,0.00,9.24,23.0,39.1,86.4
1,2021-01-30,1.1,-2.6,3.30,2.30,0.70,12.0,23.2,53.3
1,2021-01-31,2.9,-3.9,0.00,0.00,0.00,0.0,20.3,40.7
1,2021-02-01,5.6,-0.4,16.70,16.70,0.00,14.0,28.0,52.2
1,2021-02-02,7.3,-3.4,7.10,1.40,3.99,9.0,32.1,61.9
1,2021-02-03,-0.8,-3.9,3.30,1.10,1.54,8.0,24.9,55.1
1,2021-02-04,1.3,-1.8,2.10,2.10,0.00,9.0,24.6,58.7
1,2021-02-05,5.8,0.4,0.00,0.00,0.00,0.0,14.1,27.0
1,2021-02-06,9.4,1.6,0.80,0.80,0.00,2.0,9.4,17.6
1,2021-02-07,7.5,-1.9,2.30,2.30,0.00,8.0,21.9,41.8
1,2021-02-08,-0.2,-5.0,11.50,0.20,7.91,16.0,25.0,51.1
1,2021-02-09,0.7,-3.1,1.40,0.30,0.77,6.0,26.4,50.4
1,2021-02-10,4.2,0.3,0.30,0.30,0.00,1.0,21.1,42.8
1,2021-02-11,4.9,-1.0,0.00,0.00,0.00,0.0,21.9,43.6
1,2021-02-12,11.4,4.0,0.00,0.00,0.00,0.0,10.2,18.4
1,2021-02-13,14.7,4.1,0.20,0.20,0.00,2.0,12.1,21.6
1,2021-02-14,15.5,7.6,19.90,19.90,0.00,8.0,19.5,38.5
1,2021-02-15,8.3,-1.2,25.60,25.10,0.35,16.0,30.3,60.5
1,2021-02-16,1.3,-3.9,3.20,1.60,1.12,11.0,28.7,59.0
1,2021-02-17,-3.8,-7.3,1.50,0.10,0.98,11.0,31.2,65.5
1,2021-02-18,-1.2,-5.5,6.90,0.10,4.83,16.0,31.1,67.3
1,2021-02-19,3.8,-2.2,0.00,0.00,0.00,0.0,15.9,29.5
1,2021-02-20,7.6,2.2,0.00,0.00,0.00,0.0,26.3,48.2
1,2021-02-21,15.4,3.4,0.00,0.00,0.00,0.0,12.1,22.3
1,2021-02-22,15.4,2.2,1.70,1.70,0.00,4.0,21.7,48.2
1,2021-02-23,2.1,-2.7,0.00,0.00,0.00,0.0,26.7,53.6
1,2021-02-24,0.7,-6.5,0.00,0.00,0.00,0.0,24.1,49.0
1,2021-02-25,5.3,-1.2,0.80,0.80,0.00,6.0,7.1,18.4
1,2021-02-26,4.2,-3.6,1.40,1.40,0.00,6.0,15.5,31.0
1,2021-02-27,1.6,-2.9,0.00,0.00,0.00,0.0,24.2,48.6
1,2021-02-28,9.9,2.9,0.00,0.00,0.00,0.0,15.3,30.2
1,2021-03-01,14.8,7.8,5.80,5.80,0.00,8.0,26.3,52.6
1,2021-03-02,11.6,-3.6,22.40,22.40,0.00,11.0,31.9,67.7
1,2021-03-03,4.9,-2.4,0.00,0.00,0.00,0.0,21.9,45.4
1,2021-03-04,9.8,5.4,2.30,2.30,0.00,5.0,17.7,33.1
1,2021-03-05,9.2,5.9,6.00,6.00,0.00,23.0,13.8,29.2
1,2021-03-06,8.9,-3.2,0.00,0.00,0.00,0.0,27.0,53.6
1,2021-03-07,5.7,-0.3,2.50,2.50,0.00,13.0,11.8,28.1
1,2021-03-08,3.9,-2.3,0.00,0.00,0.00,0.0,23.1,46.1
1,2021-03-09,10.9,1.6,0.00,0.00,0.00,0.0,12.6,23.4
1,2021-03-10,7.4,-3.3,0.00,0.00,0.00,0.0,25.2,49.7
1,2021-03-11,11.0,2.8,0.00,0.00,0.00,0.0,10.0,23.8
1,2021-03-12,13.7,2.9,35.10,35.10,0.00,19.0,35.0,66.2
1,2021-03-13,9.0,2.1,4.90,4.90,0.00,18.0,26.6,49.7
1,2021-03-14,5.7,0.7,0.00,0.00,0.00,0.0,25.5,50.8
1,2021-03-15,8.0,1.1,0.00,0.00,0.00,0.0,22.6,45.7
1,2021-03-16,12.9,2.1,2.10,2.10,0.00,8.0,14.5,29.5
1,2021-03-17,6.9,-2.0,0.00,0.00,0.00,0.0,26.7,52.6
1,2021-03-18,9.8,1.0,0.00,0.00,0.00,0.0,16.4,33.1
1,2021-03-19,10.7,1.9,0.00,0.00,0.00,0.0,18.4,38.2
1,2021-03-20,15.6,10.2,13.60,13.60,0.00,15.0,22.3,40.7
1,2021-03-21,19.6,2.2,23.00,23.00,0.00,19.0,27.2,69.8
1,2021-03-22,4.3,1.0,1.70,1.70,0.00,5.0,26.0,51.1
1,2021-03-23,10.4,1.1,0.00,0.00,0.00,0.0,15.9,29.2
1,2021-03-24,15.3,7.3,0.00,0.00,0.00,0.0,15.9,29.2
1,2021-03-25,12.9,7.1,2.10,2.10,0.00,5.0,7.9,15.8
1,2021-03-26,11.5,1.9,0.00,0.00,0.00,0.0,30.1,59.4
1,2021-03-27,15.3,8.5,0.50,0.50,0.00,1.0,18.5,34.9
1,2021-03-28,14.7,10.6,24.10,24.10,0.00,18.0,27.8,50.4
1,2021-03-29,18.3,6.5,0.10,0.10,0.00,1.0,20.7,39.2
1,2021-03-30,17.4,3.9,0.00,0.00,0.00,0.0,20.6,39.2
1,2021-03-31,13.3,5.3,0.00,0.00,0.00,0.0,18.0,37.1
1,2021-04-01,17.3,7.5,0.00,0.00,0.00,0.0,19.4,36.7
1,2021-04-02,18.4,9.0,0.00,0.00,0.00,0.0,19.3,38.2
1,2021-04-03,16.4,10.6,2.40,2.40,0.00,2.0,16.9,32.4
1,2021-04-04,15.0,4.1,30.10,30.10,0.00,19.0,26.0,49.3
1,2021-04-05,7.9,3.6,0.00,0.00,0.00,0.0,30.7,61.9
1,2021-04-06,13.0,5.3,6.70,6.70,0.00,10.0,14.0,30.2
1,2021-04-07,11.5,4.2,0.00,0.00,0.00,0.0,20.4,40.7
1,2021-04-08,13.7,0.6,0.00,0.00,0.00,0.0,15.9,32.0
1,2021-04-09,8.2,0.2,0.00,0.00,0.00,0.0,28.0,55.1
1,2021-04-10,9.0,0.5,0.00,0.00,0.00,0.0,22.3,43.9
1,2021-04-11,14.0,5.2,0.00,0.00,0.00,0.0,15.1,30.2
1,2021-04-12,16.4,10.1,1.80,1.80,0.00,4.0,22.1,41.8
1,2021-04-13,14.7,9.2,16.80,16.80,0.00,23.0,25.3,50.4
1,2021-04-14,14.4,1.1,0.00,0.00,0.00,0.0,24.1,48.6
1,2021-04-15,12.2,6.1,0.00,0.00,0.00,0.0,17.9,35.3
1,2021-04-16,13.3,9.4,10.60,10.60,0.00,14.0,20.6,41.0
1,2021-04-17,13.7,4.5,46.30,46.30,0.00,18.0,25.0,56.5
1,2021-04-18,8.4,5.1,12.20,12.20,0.00,10.0,25.6,65.5
1,2021-04-19,13.1,3.7,0.00,0.00,0.00,0.0,16.4,35.3
1,2021-04-20,19.6,6.5,0.00,0.00,0.00,0.0,19.0,36.4
1,2021-04-21,17.0,6.4,0.00,0.00,0.00,0.0,20.1,40.3
1,2021-04-22,16.8,4.1,0.00,0.00,0.00,0.0,16.3,31.7
1,2021-04-23,19.2,9.7,0.00,0.00,0.00,0.0,13.5,29.9
1,2021-04-24,19.1,10.4,0.10,0.10,0.00,1.0,15.4,33.1
1,2021-04-25,13.2,3.0,0.00,0.00,0.00,0.0,29.8,57.6
1,2021-04-26,9.7,1.4,0.00,0.00,0.00,0.0,27.3,54.4
1,2021-04-27,18.5,10.8,2.00,2.00,0.00,4.0,15.5,28.1
1,2021-04-28,16.5,13.4,44.40,44.40,0.00,24.0,16.2,37.8
1,2021-04-29,16.3,8.0,34.40,34.40,0.00,12.0,16.9,33.5
1,2021-04-30,18.9,7.2,2.60,2.60,0.00,4.0,22.7,47.5
1,2021-05-01,17.6,7.4,21.70,21.70,0.00,18.0,26.0,62.6
1,2021-05-02,10.3,5.1,6.70,6.70,0.00,10.0,27.7,57.6
1,2021-05-03,14.6,6.8,0.00,0.00,0.00,0.0,21.0,41.8
1,2021-05-04,22.1,12.8,2.60,2.60,0.00,3.0,20.2,55.1
1,2021-05-05,16.6,7.6,26.00,26.00,0.00,16.0,24.1,51.8
1,2021-05-06,20.4,10.6,0.00,0.00,0.00,0.0,14.1,26.6
1,2021-05-07,17.8,11.0,0.80,0.80,0.00,5.0,15.2,28.1
1,2021-05-08,20.0,13.9,0.00,0.00,0.00,0.0,21.6,45.7
1,2021-05-09,18.7,6.5,5.40,5.40,0.00,3.0,26.4,50.4
1,2021-05-10,20.6,11.1,0.20,0.20,0.00,1.0,16.8,36.4
1,2021-05-11,16.9,10.2,0.00,0.00,0.00,0.0,19.1,37.1
1,2021-05-12,18.4,12.5,8.70,8.70,0.00,14.0,16.6,36.4
1,2021-05-13,26.7,14.7,0.00,0.00,0.00,0.0,14.8,29.2
1,2021-05-14,27.3,16.3,0.00,0.00,0.00,0.0,16.5,33.1
1,2021-05-15,24.7,17.4,9.70,9.70,0.00,11.0,21.1,40.3
1,2021-05-16,24.1,15.8,12.20,12.20,0.00,18.0,23.5,64.1
1,2021-05-17,24.8,17.1,18.30,18.30,0.00,16.0,22.0,51.5
1,2021-05-18,26.0,19.7,5.00,5.00,0.00,9.0,6.8,20.5
1,2021-05-19,22.7,14.1,2.50,2.50,0.00,7.0,17.8,36.4
1,2021-05-20,24.8,18.0,80.00,80.00,0.00,22.0,24.3,56.9
1,2021-05-21,25.9,15.0,29.10,29.10,0.00,12.0,21.9,45.4
1,2021-05-22,18.4,14.0,0.40,0.40,0.00,4.0,18.3,37.4
1,2021-05-23,21.9,15.5,0.00,0.00,0.00,0.0,17.4,36.4
1,2021-05-24,24.4,16.4,4.70,4.70,0.00,12.0,12.1,25.2
1,2021-05-25,22.8,11.1,2.30,2.30,0.00,3.0,24.1,47.2
1,2021-05-26,18.0,11.0,12.00,12.00,0.00,8.0,22.7,42.1
1,2021-05-27,18.9,11.2,22.30,22.30,0.00,10.0,23.0,46.8
1,2021-05-28,25.4,17.5,0.80,0.80,0.00,3.0,17.2,40.3
1,2021-05-29,22.7,13.3,0.30,0.30,0.00,3.0,23.2,46.1
1,2021-05-30,22.3,14.0,0.00,0.00,0.00,0.0,19.2,39.2
1,2021-05-31,23.4,18.6,0.00,0.00,0.00,0.0,13.2,30.2
1,2021-06-01,25.6,18.9,0.00,0.00,0.00,0.0,14.2,28.8
1,2021-06-02,26.3,18.5,0.00,0.00,0.00,0.0,14.3,29.5
1,2021-06-03,24.3,17.2,14.00,14.00,0.00,11.0,28.6,54.0
1,2021-06-04,25.1,14.0,25.80,25.80,0.00,9.0,23.4,51.8
1,2021-06-05,23.2,18.2,0.00,0.00,0.00,0.0,10.9,22.3
1,2021-06-06,25.7,20.4,0.00,0.00,0.00,0.0,9.4,23.0
1,2021-06-07,28.9,18.0,0.00,0.00,0.00,0.0,7.1,20.9
1,2021-06-08,29.0,18.7,0.00,0.00,0.00,0.0,17.1,34.9
1,2021-06-09,27.4,18.7,0.00,0.00,0.00,0.0,15.6,31.7
1,2021-06-10,33.1,21.0,0.00,0.00,0.00,0.0,15.5,29.9
1,2021-06-11,26.9,19.9,0.00,0.00,0.00,0.0,17.0,32.8
1,2021-06-12,29.5,21.4,0.00,0.00,0.00,0.0,13.9,27.4
1,2021-06-13,26.8,21.8,6.30,6.30,0.00,15.0,13.6,26.6
1,2021-06-14,28.8,22.7,0.30,0.30,0.00,1.0,11.3,26.6
1,2021-06-15,30.2,21.4,18.70,18.70,0.00,18.0,13.3,28.1
1,2021-06-16,24.8,21.4,14.00,14.00,0.00,20.0,14.8,28.4
1,2021-06-17,26.8,19.4,0.20,0.20,0.00,1.0,15.3,32.0
1,2021-06-18,27.2,22.3,23.30,23.30,0.00,20.0,14.4,27.4
1,2021-06-19,24.0,21.3,22.30,22.30,0.00,13.0,13.6,29.5
1,2021-06-20,23.3,16.0,0.00,0.00,0.00,0.0,22.7,45.0
1,2021-06-21,29.5,21.4,0.00,0.00,0.00,0.0,13.3,25.2
1,2021-06-22,27.4,20.3,0.00,0.00,0.00,0.0,16.4,33.8
1,2021-06-23,27.8,20.0,0.40,0.40,0.00,3.0,15.8,32.4
