Downloaded at: 2026/09/16 14:20:47

,Saga,Saga,Saga,Saga,Saga,Saga,Nakamura,Nakamura,Nakamura,Nakamura,Nakamura,Nakamura,Sukumo,Sukumo,Sukumo,Sukumo,Sukumo,Sukumo,Shimizu,Shimizu,Shimizu,Shimizu,Shimizu,Shimizu
Date,Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃)
,,,,,,,,,,,,,,,,,,,,,,,,
,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.
2025/1/2,14.7,8,1,1.3,8,1,14.3,8,1,-1.0,8,1,15.1,8,1,2.4,8,1,15.2,8,1,6.2,8,1
2025/1/3,13.0,8,1,0.6,8,1,13.0,8,1,-1.6,8,1,12.6,8,1,2.4,8,1,13.0,8,1,2.9,8,1
2025/1/4,11.3,8,1,-2.0,8,1,10.8,8,1,-3.8,8,1,9.5,8,1,0.9,8,1,11.1,8,1,1.6,8,1
2025/1/5,12.7,8,1,-1.1,8,1,12.7,8,1,-3.4,8,1,12.3,8,1,0.9,8,1,12.5,8,1,4.2,8,1
2025/1/6,13.9,8,1,6.5,8,1,13.6,8,1,5.8,8,1,14.9,8,1,7.6,8,1,15.5,8,1,9.7,8,1
2025/1/7,8.9,8,1,1.2,8,1,9.8,8,1,3.2,8,1,10.3,8,1,5.2,8,1,9.9,8,1,5.4,8,1
2025/1/8,9.8,8,1,0.9,8,1,10.3,8,1,0.6,8,1,10.1,8,1,4.3,8,1,9.9,8,1,6.0,8,1
2025/1/9,8.3,8,1,1.3,8,1,8.5,8,1,0.8,8,1,9.3,8,1,3.3,8,1,11.4,8,1,2.5,8,1
2025/1/10,6.6,8,1,-1.0,8,1,5.7,8,1,-2.0,8,1,6.3,8,1,-1.4,8,1,6.7,8,1,-0.6,8,1
2025/1/11,8.7,8,1,-0.3,8,1,8.0,8,1,-2.8,8,1,8.6,8,1,-0.2,8,1,9.5,8,1,1.4,8,1
2025/1/12,11.4,8,1,0.6,8,1,10.7,8,1,-1.1,8,1,11.3,8,1,1.8,8,1,11.0,8,1,4.7,8,1
2025/1/13,11.8,8,1,1.5,8,1,10.8,8,1,-0.5,8,1,11.0,8,1,2.4,8,1,10.9,8,1,4.3,8,1
2025/1/14,13.2,8,1,0.3,8,1,12.7,8,1,-2.8,8,1,13.2,8,1,1.8,8,1,13.4,8,1,3.8,8,1
2025/1/15,11.2,8,1,0.4,8,1,9.3,8,1,1.4,8,1,10.5,8,1,2.7,8,1,12.7,8,1,2.4,8,1
2025/1/16,10.4,8,1,-2.0,8,1,9.8,8,1,-4.5,8,1,9.2,8,1,-0.6,8,1,8.9,8,1,0.2,8,1
2025/1/17,13.4,8,1,-0.9,8,1,12.7,8,1,-2.2,8,1,12.7,8,1,3.8,8,1,12.7,8,1,3.2,8,1
2025/1/18,13.8,8,1,1.2,8,1,14.0,8,1,-2.9,8,1,13.2,8,1,1.7,8,1,13.8,8,1,5.9,8,1
2025/1/19,11.3,8,1,3.9,8,1,9.2,8,1,1.1,8,1,11.0,8,1,4.5,8,1,13.2,8,1,7.9,8,1
2025/1/20,15.6,8,1,2.5,8,1,15.0,8,1,1.0,8,1,15.1,8,1,4.0,8,1,14.8,8,1,8.2,8,1
2025/1/21,15.4,8,1,1.0,8,1,14.3,8,1,-2.0,8,1,14.7,8,1,2.3,8,1,15.2,8,1,5.8,8,1
2025/1/22,15.2,8,1,1.2,8,1,16.1,8,1,-1.3,8,1,14.7,8,1,2.7,8,1,15.4,8,1,6.4,8,1
2025/1/23,16.4,8,1,4.6,8,1,17.6,8,1,1.8,8,1,17.5,8,1,5.7,8,1,18.0,8,1,9.7,8,1
2025/1/24,16.5,8,1,6.4,8,1,16.8,8,1,3.5,8,1,17.3,8,1,6.6,8,1,16.8,8,1,12.5,8,1
2025/1/25,15.6,8,1,1.6,8,1,15.3,8,1,-0.5,8,1,15.8,8,1,4.5,8,1,14.2,8,1,7.9,8,1
2025/1/26,13.7,8,1,-0.8,8,1,14.6,8,1,-3.0,8,1,14.1,8,1,1.6,8,1,13.0,8,1,6.3,8,1
2025/1/27,8.0,8,1,4.7,8,1,8.3,8,1,4.0,8,1,8.5,8,1,6.6,8,1,10.5,8,1,6.2,8,1
2025/1/28,8.3,8,1,1.4,8,1,8.6,8,1,3.3,8,1,9.9,8,1,5.2,8,1,9.9,8,1,5.3,8,1
2025/1/29,9.7,8,1,1.6,8,1,9.6,8,1,3.2,8,1,10.0,8,1,4.4,8,1,9.3,8,1,5.2,8,1
2025/1/30,10.2,8,1,-0.5,8,1,9.5,8,1,-0.5,8,1,9.6,8,1,1.9,8,1,10.4,8,1,2.9,8,1
2025/1/31,13.4,8,1,-0.8,8,1,12.8,8,1,-3.8,8,1,13.5,8,1,0.1,8,1,13.2,8,1,2.7,8,1
2025/2/1,10.6,8,1,3.4,8,1,9.9,8,1,1.2,8,1,9.8,8,1,4.6,8,1,13.4,8,1,8.1,8,1
2025/2/2,15.5,8,1,7.2,8,1,14.7,8,1,5.7,8,1,15.0,8,1,7.0,8,1,13.3,8,1,9.3,8,1
2025/2/3,13.7,8,1,3.7,8,1,13.4,8,1,4.5,8,1,13.0,8,1,5.0,8,1,14.0,8,1,5.3,8,1
2025/2/4,5.9,8,1,-0.8,8,1,5.1,8,1,-1.2,8,1,5.9,8,1,1.9,8,1,5.8,8,1,2.0,8,1
2025/2/5,4.9,8,1,-1.7,8,1,5.3,8,1,-1.7,8,1,6.4,8,1,1.0,8,1,6.1,8,1,1.8,8,1
2025/2/6,4.8,8,1,-1.1,8,1,4.2,8,1,-0.7,8,1,6.4,8,1,2.1,8,1,6.3,8,1,2.4,8,1
2025/2/7,9.4,8,1,-2.4,8,1,8.8,8,1,-3.0,8,1,8.9,8,1,-0.6,8,1,8.5,8,1,-0.2,8,1
2025/2/8,5.9,8,1,-2.6,8,1,4.1,8,1,-2.6,8,1,4.3,8,1,-1.6,8,1,5.0,8,1,-1.7,8,1
2025/2/9,9.4,8,1,-0.3,8,1,8.5,8,1,-2.3,8,1,9.1,8,1,-2.6,8,1,10.1,8,1,-0.8,8,1
2025/2/10,9.8,8,1,-2.3,8,1,8.8,8,1,-4.1,8,1,9.7,8,1,-0.3,8,1,9.5,8,1,1.8,8,1
2025/2/11,11.1,8,1,-1.9,8,1,11.7,8,1,-3.2,8,1,12.8,8,1,-0.6,8,1,11.4,8,1,0.8,8,1
2025/2/12,9.9,8,1,0.6,8,1,7.4,8,1,-1.5,8,1,12.7,8,1,1.5,8,1,15.0,8,1,5.8,8,1
2025/2/13,12.7,8,1,2.3,8,1,12.4,8,1,4.3,8,1,13.3,8,1,2.5,8,1,14.7,8,1,3.9,8,1
2025/2/14,13.0,8,1,0.6,8,1,15.1,8,1,-1.2,8,1,13.8,8,1,-0.1,8,1,13.6,8,1,3.6,8,1
2025/2/15,14.6,8,1,2.5,8,1,15.2,8,1,-0.1,8,1,14.9,8,1,3.2,8,1,14.2,8,1,7.9,8,1
2025/2/16,13.8,8,1,4.3,8,1,14.9,8,1,3.1,8,1,14.4,8,1,7.7,8,1,13.6,8,1,8.1,8,1
2025/2/17,12.9,8,1,3.8,8,1,12.0,8,1,2.1,8,1,11.6,8,1,5.5,8,1,11.8,8,1,4.2,8,1
2025/2/18,10.2,8,1,1.6,8,1,9.5,8,1,1.6,8,1,9.3,8,1,3.6,8,1,9.4,8,1,2.5,8,1
2025/2/19,9.6,8,1,0.8,8,1,8.9,8,1,-0.1,8,1,8.5,8,1,2.2,8,1,9.0,8,1,1.0,8,1
2025/2/20,11.4,8,1,-1.5,8,1,11.0,8,1,-3.9,8,1,10.6,8,1,-0.8,8,1,10.8,8,1,0.8,8,1
2025/2/21,10.1,8,1,-1.0,8,1,10.1,8,1,-1.2,8,1,9.6,8,1,3.6,8,1,11.5,8,1,2.7,8,1
2025/2/22,9.2,8,1,-1.4,8,1,8.5,8,1,1.3,8,1,8.3,8,1,1.6,8,1,8.7,8,1,1.2,8,1
2025/2/23,11.7,8,1,-0.8,8,1,11.7,8,1,-1.4,8,1,10.7,8,1,-0.6,8,1,9.8,8,1,3.4,8,1
2025/2/24,7.7,8,1,-0.9,8,1,6.3,8,1,-2.4,8,1,7.0,8,1,0.2,8,1,8.1,8,1,0.4,8,1
2025/2/25,13.5,8,1,-1.7,8,1,12.9,8,1,-4.5,8,1,10.5,8,1,-1.7,8,1,11.0,8,1,0.8,8,1
2025/2/26,16.2,8,1,3.3,8,1,15.0,8,1,1.0,8,1,15.0,8,1,5.9,8,1,14.7,8,1,8.4,8,1
2025/2/27,15.1,8,1,1.9,8,1,17.0,8,1,0.2,8,1,14.8,8,1,3.4,8,1,15.1,8,1,5.5,8,1
2025/2/28,14.2,8,1,7.6,8,1,16.3,8,1,7.5,8,1,17.0,8,1,8.5,8,1,15.0,8,1,9.8,8,1
2025/3/1,18.5,8,1,9.5,8,1,20.3,8,1,9.5,8,1,20.1,8,1,10.8,8,1,19.8,8,1,13.0,8,1
2025/3/2,19.8,8,1,13.1,8,1,23.8,8,1,13.5,8,1,22.5,8,1,14.9,8,1,21.9,8,1,16.1,8,1
2025/3/3,21.1,8,1,10.3,8,1,21.3,8,1,10.3,8,1,21.0,8,1,10.6,8,1,20.4,8,1,11.5,8,1
2025/3/4,13.3,8,1,10.0,8,1,12.9,8,1,10.2,8,1,14.4,8,1,10.7,8,1,15.2,8,1,11.1,8,1
2025/3/5,17.6,8,1,8.8,8,1,17.1,8,1,9.0,8,1,17.6,8,1,8.3,8,1,18.7,8,1,10.5,8,1
2025/3/6,12.0,8,1,5.5,8,1,10.9,8,1,5.7,8,1,11.8,8,1,4.8,8,1,11.5,8,1,6.1,8,1
2025/3/7,12.7,8,1,0.5,8,1,13.2,8,1,0.0,8,1,12.9,8,1,2.8,8,1,11.9,8,1,4.2,8,1
2025/3/8,10.9,8,1,3.3,8,1,10.3,8,1,3.1,8,1,10.4,8,1,5.2,8,1,10.5,8,1,7.6,8,1
2025/3/9,15.6,8,1,1.9,8,1,16.4,8,1,0.0,8,1,15.8,8,1,2.5,8,1,15.6,8,1,6.2,8,1
2025/3/10,15.9,8,1,2.3,8,1,16.5,8,1,0.3,8,1,16.9,8,1,3.8,8,1,17.2,8,1,9.5,8,1
2025/3/11,15.1,8,1,8.1,8,1,14.3,8,1,7.8,8,1,15.8,8,1,8.4,8,1,15.4,8,1,9.8,8,1
2025/3/12,19.0,8,1,11.5,8,1,20.2,5,1,11.5,5,1,18.6,8,1,12.4,8,1,20.1,8,1,14.0,8,1
2025/3/13,17.8,8,1,9.8,8,1,18.7,8,1,7.1,8,1,17.7,8,1,9.7,8,1,18.3,8,1,13.3,8,1
2025/3/14,19.4,8,1,8.8,8,1,20.7,8,1,6.8,8,1,17.4,8,1,9.0,8,1,19.0,8,1,13.3,8,1
2025/3/15,14.1,8,1,9.1,8,1,14.2,8,1,8.7,8,1,13.8,8,1,9.4,8,1,15.9,8,1,11.3,8,1
2025/3/16,14.2,8,1,6.6,8,1,13.0,8,1,6.7,8,1,12.9,8,1,8.4,8,1,14.1,8,1,8.4,8,1
2025/3/17,9.7,8,1,1.9,8,1,8.9,8,1,3.4,8,1,8.9,8,1,3.9,8,1,9.8,8,1,4.0,8,1
2025/3/18,14.1,8,1,2.6,8,1,14.9,8,1,2.5,8,1,12.1,8,1,2.9,8,1,13.5,8,1,5.3,8,1
2025/3/19,12.8,8,1,1.5,8,1,12.4,8,1,0.7,8,1,11.8,8,1,3.7,8,1,12.3,8,1,4.4,8,1
2025/3/20,15.0,8,1,0.0,8,1,14.5,8,1,-1.0,8,1,14.3,8,1,2.0,8,1,13.8,8,1,5.6,8,1
2025/3/21,21.2,8,1,2.3,8,1,19.8,8,1,0.3,8,1,17.8,8,1,4.0,8,1,17.7,8,1,10.7,8,1
2025/3/22,25.0,8,1,5.2,8,1,24.7,8,1,3.4,8,1,20.5,8,1,7.4,8,1,20.0,8,1,15.7,8,1
2025/3/23,27.1,8,1,8.5,8,1,26.8,8,1,6.3,8,1,21.8,8,1,8.4,8,1,21.3,8,1,16.6,8,1
2025/3/24,23.7,8,1,10.8,8,1,22.5,8,1,8.1,8,1,19.2,8,1,11.0,8,1,20.6,8,1,15.5,8,1
2025/3/25,24.0,8,1,10.3,8,1,27.4,8,1,8.7,8,1,22.5,8,1,11.1,8,1,23.0,8,1,17.3,8,1
2025/3/26,26.0,8,1,11.1,8,1,29.6,8,1,10.6,8,1,26.4,8,1,12.8,8,1,23.2,8,1,19.1,8,1
2025/3/27,22.5,8,1,14.6,8,1,24.5,8,1,14.6,8,1,21.8,8,1,17.2,8,1,21.5,8,1,18.1,8,1
2025/3/28,21.6,8,1,13.1,8,1,22.1,8,1,12.6,8,1,21.6,8,1,12.9,8,1,20.6,8,1,13.2,8,1
2025/3/29,17.0,8,1,8.0,8,1,16.9,8,1,8.4,8,1,16.2,8,1,8.9,8,1,15.7,8,1,9.0,8,1
2025/3/30,14.6,8,1,6.4,8,1,13.2,8,1,5.1,8,1,12.8,8,1,6.9,8,1,13.9,8,1,7.2,8,1
2025/3/31,13.3,8,1,2.3,8,1,13.0,8,1,0.4,8,1,12.6,8,1,2.7,8,1,13.2,8,1,6.3,8,1
2025/4/1,14.6,8,1,6.3,8,1,15.0,8,1,4.5,8,1,15.2,8,1,6.5,8,1,14.4,8,1,10.7,8,1
2025/4/2,15.1,8,1,8.0,8,1,15.9,8,1,8.1,8,1,14.4,8,1,7.8,8,1,14.8,8,1,9.5,8,1
2025/4/3,19.4,8,1,5.7,8,1,17.8,8,1,7.6,8,1,17.0,8,1,5.9,8,1,17.5,8,1,7.1,8,1
2025/4/4,16.9,8,1,5.1,8,1,19.1,8,1,3.5,8,1,17.3,8,1,4.9,8,1,17.3,8,1,8.2,8,1
2025/4/5,17.5,8,1,6.4,8,1,17.9,8,1,5.6,8,1,18.0,8,1,7.8,8,1,18.3,8,1,10.7,8,1
2025/4/6,24.2,8,1,9.4,8,1,23.3,8,1,8.3,8,1,21.0,8,1,9.8,8,1,20.7,8,1,13.1,8,1
2025/4/7,23.6,8,1,6.9,8,1,22.6,8,1,5.9,8,1,21.8,8,1,6.9,8,1,21.9,8,1,12.4,8,1
2025/4/8,24.8,8,1,7.5,8,1,24.5,8,1,5.6,8,1,21.0,8,1,8.7,8,1,20.4,8,1,15.5,8,1
2025/4/9,22.0,8,1,9.6,8,1,25.1,8,1,6.5,8,1,20.7,8,1,10.2,8,1,21.2,8,1,13.0,8,1
2025/4/10,20.2,8,1,12.7,8,1,21.7,8,1,10.6,8,1,20.6,8,1,13.8,8,1,20.8,8,1,15.5,8,1
2025/4/11,21.5,8,1,12.8,8,1,25.2,8,1,11.4,8,1,23.4,8,1,12.5,8,1,21.8,8,1,14.8,8,1
2025/4/12,20.7,8,1,10.0,8,1,22.2,8,1,8.0,8,1,20.8,8,1,10.1,8,1,21.7,8,1,13.5,8,1
2025/4/13,18.4,8,1,7.2,8,1,16.5,8,1,5.8,8,1,17.0,8,1,8.0,8,1,17.6,8,1,9.3,8,1
2025/4/14,18.0,8,1,5.2,8,1,18.7,8,1,4.0,8,1,18.0,8,1,6.9,8,1,18.4,8,1,9.5,8,1
2025/4/15,15.0,8,1,5.4,8,1,14.9,8,1,4.6,8,1,15.9,8,1,8.0,8,1,16.1,8,1,8.9,8,1
2025/4/16,24.4,8,1,3.7,8,1,23.6,8,1,2.6,8,1,19.5,8,1,5.8,8,1,18.8,8,1,8.0,8,1
2025/4/17,24.0,8,1,10.0,8,1,24.8,8,1,7.7,8,1,23.6,8,1,10.5,8,1,22.2,8,1,14.1,8,1
2025/4/18,22.5,8,1,14.5,8,1,25.5,8,1,14.2,8,1,24.4,8,1,16.4,8,1,23.0,8,1,18.5,8,1
2025/4/19,22.6,8,1,14.0,8,1,27.8,8,1,11.9,8,1,24.0,8,1,14.9,8,1,22.0,8,1,16.8,8,1
2025/4/20,20.2,8,1,15.7,8,1,19.9,8,1,15.7,8,1,20.7,8,1,17.4,8,1,20.1,8,1,16.7,8,1
2025/4/21,23.5,8,1,15.0,8,1,25.5,8,1,13.9,8,1,22.9,8,1,15.5,8,1,22.4,8,1,16.5,8,1
2025/4/22,21.1,8,1,16.7,8,1,21.8,8,1,16.8,8,1,21.8,8,1,17.0,8,1,20.8,8,1,17.6,8,1
2025/4/23,26.3,8,1,18.8,8,1,25.6,8,1,18.2,8,1,25.3,8,1,17.5,8,1,24.1,8,1,18.0,8,1
2025/4/24,25.0,8,1,16.0,8,1,28.7,8,1,14.1,8,1,25.3,8,1,14.4,8,1,22.8,8,1,16.6,8,1
2025/4/25,23.6,8,1,12.2,8,1,23.0,8,1,10.3,8,1,22.5,8,1,11.7,8,1,24.4,8,1,13.7,8,1
2025/4/26,21.5,8,1,9.3,8,1,24.7,8,1,7.3,8,1,24.7,8,1,8.0,8,1,21.6,8,1,13.0,8,1
2025/4/27,23.0,8,1,9.3,8,1,26.7,8,1,7.1,8,1,22.7,8,1,10.5,8,1,22.7,8,1,12.9,8,1
2025/4/28,17.4,8,1,11.9,8,1,17.1,8,1,11.3,8,1,17.7,8,1,12.8,8,1,18.6,8,1,13.8,8,1
2025/4/29,23.2,8,1,11.4,8,1,23.3,8,1,9.2,8,1,22.1,8,1,11.0,8,1,21.1,8,1,14.1,8,1
2025/4/30,21.5,8,1,9.3,8,1,23.0,8,1,7.4,8,1,21.8,8,1,9.2,8,1,22.0,8,1,15.1,8,1
2025/5/1,22.0,8,1,13.0,8,1,23.0,8,1,12.8,8,1,24.0,8,1,14.7,8,1,21.3,8,1,15.6,8,1
2025/5/2,24.2,8,1,11.4,8,1,24.4,8,1,13.1,8,1,23.8,8,1,12.6,8,1,23.1,8,1,14.5,8,1
2025/5/3,22.6,8,1,10.0,8,1,25.4,8,1,9.0,8,1,22.9,8,1,10.2,8,1,22.1,8,1,13.0,8,1
2025/5/4,25.2,8,1,12.3,8,1,24.7,8,1,11.0,8,1,22.8,8,1,11.6,8,1,22.4,8,1,15.2,8,1
2025/5/5,23.8,8,1,9.1,8,1,25.3,8,1,7.0,8,1,24.4,8,1,9.6,8,1,23.1,8,1,14.9,8,1
2025/5/6,21.4,8,1,13.4,8,1,23.0,8,1,13.5,8,1,21.1,8,1,14.3,8,1,21.3,8,1,14.0,8,1
2025/5/7,21.9,8,1,13.5,8,1,23.9,8,1,13.0,8,1,24.5,8,1,14.3,8,1,21.3,8,1,14.4,8,1
2025/5/8,22.5,8,1,12.1,8,1,23.6,8,1,10.7,8,1,24.2,8,1,12.5,8,1,22.8,8,1,15.4,8,1
2025/5/9,18.7,8,1,13.7,8,1,18.8,8,1,13.8,8,1,18.9,8,1,15.3,8,1,19.9,8,1,15.1,8,1
2025/5/10,27.7,8,1,16.2,8,1,26.7,8,1,17.1,8,1,26.0,8,1,17.9,8,1,23.1,8,1,18.0,8,1
2025/5/11,22.3,8,1,13.1,8,1,24.3,8,1,12.0,8,1,21.5,8,1,14.4,8,1,22.0,8,1,14.5,8,1
2025/5/12,25.3,8,1,12.6,8,1,25.1,8,1,12.1,8,1,24.8,8,1,13.4,8,1,21.7,8,1,14.5,8,1
2025/5/13,24.3,8,1,12.3,8,1,26.1,8,1,10.0,8,1,24.0,8,1,11.1,8,1,24.3,8,1,14.7,8,1
2025/5/14,24.2,8,1,13.7,8,1,26.6,8,1,12.5,8,1,24.5,8,1,14.5,8,1,24.4,8,1,18.0,8,1
2025/5/15,24.2,8,1,14.3,8,1,25.8,8,1,13.2,8,1,24.8,8,1,15.3,8,1,24.5,8,1,18.6,8,1
2025/5/16,23.2,8,1,16.2,8,1,23.7,8,1,16.0,8,1,24.6,8,1,17.4,8,1,22.8,8,1,19.6,8,1
2025/5/17,26.6,8,1,19.9,8,1,26.1,8,1,20.2,8,1,24.7,8,1,20.3,8,1,24.0,8,1,21.0,8,1
2025/5/18,25.4,8,1,19.8,8,1,26.4,8,1,19.9,8,1,24.8,8,1,19.8,8,1,23.3,8,1,20.5,8,1
2025/5/19,25.6,8,1,18.0,8,1,27.3,8,1,17.5,8,1,24.5,8,1,18.6,8,1,22.9,8,1,19.4,8,1
2025/5/20,25.0,8,1,18.4,8,1,26.8,8,1,17.5,8,1,27.1,8,1,19.7,8,1,26.3,8,1,20.7,8,1
2025/5/21,22.3,8,1,20.5,8,1,22.8,8,1,20.6,8,1,24.2,8,1,21.2,8,1,23.7,8,1,20.9,8,1
2025/5/22,26.3,8,1,20.1,8,1,29.9,8,1,20.7,8,1,27.2,8,1,19.3,8,1,24.9,8,1,21.1,8,1
2025/5/23,24.8,8,1,18.3,8,1,26.4,8,1,18.3,8,1,24.7,8,1,17.5,8,1,24.7,8,1,19.8,8,1
2025/5/24,24.1,8,1,19.6,8,1,24.8,8,1,20.0,8,1,24.9,8,1,20.2,8,1,23.7,8,1,20.7,8,1
2025/5/25,24.8,8,1,15.7,8,1,24.7,8,1,16.5,8,1,22.5,8,1,15.4,8,1,22.9,8,1,17.3,8,1
2025/5/26,21.8,8,1,14.8,8,1,22.6,8,1,14.3,8,1,21.1,8,1,14.5,8,1,21.0,8,1,16.5,8,1
2025/5/27,24.3,8,1,15.5,8,1,26.5,8,1,15.1,8,1,24.5,8,1,16.1,8,1,23.7,8,1,17.2,8,1
2025/5/28,24.3,8,1,17.2,8,1,26.7,8,1,16.1,8,1,26.4,8,1,17.0,8,1,23.9,8,1,19.6,8,1
2025/5/29,19.5,8,1,16.0,8,1,19.6,8,1,15.8,8,1,20.3,8,1,16.1,8,1,21.0,8,1,18.0,8,1
2025/5/30,20.0,8,1,15.7,8,1,19.4,8,1,15.7,8,1,19.4,8,1,15.9,8,1,20.4,8,1,17.6,8,1
2025/5/31,27.9,8,1,14.1,8,1,26.5,8,1,14.8,8,1,25.8,8,1,14.3,8,1,26.3,8,1,18.5,8,1
2025/6/1,27.1,8,1,15.1,8,1,29.8,8,1,14.0,8,1,28.3,8,1,14.4,8,1,26.2,8,1,17.5,8,1
2025/6/2,23.7,8,1,16.1,8,1,23.5,8,1,14.1,8,1,23.0,8,1,16.0,8,1,23.7,8,1,17.6,8,1
2025/6/3,25.3,8,1,17.3,8,1,25.0,8,1,17.5,8,1,25.6,8,1,17.9,8,1,25.3,8,1,18.2,8,1
2025/6/4,29.4,8,1,15.7,8,1,29.1,8,1,14.3,8,1,28.6,8,1,16.0,8,1,27.6,8,1,19.5,8,1
2025/6/5,28.6,8,1,13.2,8,1,31.4,8,1,11.8,8,1,27.7,8,1,14.6,8,1,26.3,8,1,18.4,8,1
2025/6/6,26.6,8,1,15.1,8,1,28.7,8,1,13.3,8,1,27.4,8,1,16.0,8,1,26.8,8,1,18.9,8,1
2025/6/7,26.8,8,1,19.4,8,1,29.3,8,1,18.9,8,1,27.2,8,1,20.5,8,1,26.7,8,1,21.9,8,1
2025/6/8,23.6,8,1,17.9,8,1,23.8,8,1,17.7,8,1,23.4,8,1,18.0,8,1,23.8,8,1,18.2,8,1
2025/6/9,20.5,8,1,18.2,8,1,20.4,8,1,17.9,8,1,20.7,8,1,18.2,8,1,22.9,8,1,19.2,8,1
2025/6/10,26.6,8,1,19.9,8,1,27.1,8,1,19.9,8,1,26.3,8,1,20.4,8,1,25.9,8,1,22.7,8,1
2025/6/11,26.3,8,1,20.7,8,1,25.9,8,1,20.9,8,1,24.6,8,1,21.6,8,1,26.0,8,1,22.6,8,1
2025/6/12,24.4,8,1,20.2,8,1,26.1,8,1,20.4,8,1,27.2,8,1,21.2,8,1,25.4,8,1,21.4,8,1
2025/6/13,22.9,8,1,20.5,8,1,23.9,8,1,20.7,8,1,26.4,8,1,21.2,8,1,25.3,8,1,21.6,8,1
2025/6/14,26.3,8,1,21.2,8,1,27.7,8,1,21.6,8,1,27.5,8,1,22.3,8,1,27.0,8,1,22.0,8,1
2025/6/15,33.9,8,1,23.3,8,1,33.0,8,1,24.4,8,1,29.0,8,1,23.8,8,1,28.0,8,1,24.4,8,1
2025/6/16,31.9,8,1,25.4,8,1,35.1,8,1,23.9,8,1,31.1,8,1,24.5,8,1,29.0,8,1,25.4,8,1
2025/6/17,33.2,8,1,23.9,8,1,34.4,8,1,23.8,8,1,29.7,8,1,25.5,8,1,28.6,8,1,25.5,8,1
2025/6/18,28.3,8,1,21.7,8,1,33.3,8,1,21.7,8,1,30.4,8,1,23.3,8,1,29.6,8,1,24.8,8,1
2025/6/19,29.1,8,1,20.8,8,1,33.8,8,1,19.9,8,1,31.3,8,1,21.5,8,1,29.3,8,1,23.8,8,1
2025/6/20,29.8,8,1,21.4,8,1,31.5,8,1,20.8,8,1,31.4,8,1,21.9,8,1,29.2,8,1,23.0,8,1
2025/6/21,26.8,8,1,23.3,8,1,31.2,8,1,23.3,8,1,31.7,8,1,24.6,8,1,29.7,8,1,25.4,8,1
2025/6/22,30.8,8,1,23.9,8,1,33.9,8,1,23.5,8,1,31.2,8,1,26.8,8,1,30.2,8,1,26.6,8,1
2025/6/23,28.0,8,1,23.6,8,1,30.0,8,1,23.7,8,1,28.9,8,1,24.8,8,1,29.0,8,1,24.5,8,1
2025/6/24,26.7,8,1,23.4,8,1,29.0,8,1,23.6,8,1,29.9,8,1,23.2,8,1,27.8,8,1,24.1,8,1
2025/6/25,28.5,8,1,23.9,8,1,30.0,8,1,24.2,8,1,29.4,8,1,24.6,8,1,30.2,8,1,24.6,8,1
2025/6/26,30.5,8,1,24.1,8,1,31.6,8,1,24.1,8,1,28.9,8,1,25.0,8,1,28.2,8,1,25.8,8,1
2025/6/27,34.8,8,1,21.9,8,1,34.5,8,1,22.3,8,1,33.4,8,1,23.4,8,1,29.2,8,1,24.7,8,1
2025/6/28,30.4,8,1,20.8,8,1,33.7,8,1,21.5,8,1,32.6,8,1,22.1,8,1,30.4,8,1,23.9,8,1
2025/6/29,30.3,8,1,21.2,8,1,33.7,8,1,20.8,8,1,31.0,8,1,22.8,8,1,30.0,8,1,24.7,8,1
2025/6/30,30.4,8,1,23.0,8,1,34.3,8,1,22.9,8,1,31.2,8,1,24.0,8,1,30.6,8,1,24.7,8,1
2025/7/1,32.3,8,1,23.2,8,1,36.8,8,1,22.9,8,1,31.0,8,1,23.8,8,1,30.2,8,1,25.4,8,1
2025/7/2,31.8,8,1,23.5,8,1,36.2,8,1,23.6,8,1,31.5,8,1,24.8,8,1,30.4,8,1,26.7,8,1
2025/7/3,32.9,8,1,24.2,8,1,36.7,8,1,24.5,8,1,31.6,8,1,25.7,8,1,30.6,8,1,26.2,8,1
2025/7/4,31.8,8,1,24.7,8,1,36.4,8,1,25.1,8,1,31.9,8,1,26.0,8,1,30.8,8,1,26.2,8,1
2025/7/5,37.1,8,1,24.3,8,1,36.9,8,1,24.6,8,1,36.7,8,1,25.4,8,1,32.2,8,1,27.0,8,1
2025/7/6,36.8,8,1,24.3,8,1,36.9,8,1,25.4,8,1,36.0,8,1,24.9,8,1,31.4,8,1,25.5,8,1
2025/7/7,33.6,8,1,23.2,8,1,37.3,8,1,25.7,8,1,33.9,8,1,24.5,8,1,31.9,8,1,25.0,8,1
2025/7/8,32.9,8,1,24.6,8,1,34.3,8,1,24.1,8,1,34.9,8,1,25.7,8,1,31.1,8,1,27.0,8,1
