Downloaded at: 2026/09/16 14:01:40

,Kamae,Kamae,Kamae,Kamae,Kamae,Kamae,Saeki,Saeki,Saeki,Saeki,Saeki,Saeki,Ume,Ume,Ume,Ume,Ume,Ume
Date,Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃)
,,,,,,,,,,,,,,,,,,
,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.
2025/3/28,21.6,8,1,11.8,8,1,20.7,8,1,11.2,8,1,19.2,8,1,8.2,8,1
2025/3/29,15.9,8,1,9.9,8,1,14.2,8,1,9.5,8,1,15.6,8,1,6.9,8,1
2025/3/30,12.3,8,1,6.4,8,1,11.0,8,1,6.4,8,1,10.5,8,1,2.7,8,1
2025/3/31,12.6,8,1,4.8,8,1,11.6,8,1,4.1,8,1,11.2,8,1,-1.8,8,1
2025/4/1,11.4,8,1,7.2,8,1,11.3,8,1,2.9,8,1,9.3,8,1,-1.1,8,1
2025/4/2,17.3,8,1,7.8,8,1,15.5,8,1,6.6,8,1,14.4,8,1,4.5,8,1
2025/4/3,17.3,8,1,8.3,8,1,16.3,8,1,4.7,8,1,16.2,8,1,0.9,8,1
2025/4/4,17.7,8,1,7.5,8,1,16.2,8,1,5.5,8,1,16.8,8,1,-0.9,8,1
2025/4/5,16.9,8,1,9.0,8,1,18.2,8,1,5.8,8,1,17.2,8,1,1.6,8,1
2025/4/6,21.2,8,1,10.3,8,1,21.0,8,1,8.9,8,1,22.2,8,1,3.6,8,1
2025/4/7,22.3,8,1,8.8,8,1,20.8,8,1,5.2,8,1,22.5,8,1,0.2,8,1
2025/4/8,21.9,8,1,10.5,8,1,26.3,8,1,7.3,8,1,25.8,8,1,2.8,8,1
2025/4/9,20.6,8,1,13.2,8,1,21.8,8,1,9.5,8,1,24.3,8,1,4.4,8,1
2025/4/10,19.6,8,1,14.5,8,1,22.6,8,1,13.4,8,1,20.9,8,1,10.4,8,1
2025/4/11,23.1,8,1,13.6,8,1,21.6,8,1,12.0,8,1,22.4,8,1,6.9,8,1
2025/4/12,19.2,8,1,10.7,8,1,20.0,8,1,7.8,8,1,21.9,8,1,4.5,8,1
2025/4/13,17.7,8,1,8.5,8,1,17.3,8,1,8.0,8,1,15.9,8,1,4.3,8,1
2025/4/14,17.4,8,1,6.5,8,1,19.5,8,1,5.6,8,1,18.0,8,1,0.9,8,1
2025/4/15,17.4,8,1,9.5,8,1,16.5,8,1,8.9,8,1,15.6,8,1,2.2,8,1
2025/4/16,21.7,8,1,7.5,8,1,20.2,8,1,6.1,8,1,25.2,8,1,0.2,8,1
2025/4/17,22.3,8,1,11.8,8,1,25.7,8,1,9.3,8,1,25.1,8,1,5.8,8,1
2025/4/18,24.7,8,1,16.5,8,1,26.9,8,1,15.6,8,1,28.4,8,1,12.9,8,1
2025/4/19,21.0,8,1,15.5,8,1,27.0,8,1,13.9,8,1,27.1,8,1,11.2,8,1
2025/4/20,20.2,8,1,17.5,8,1,20.5,8,1,17.6,8,1,19.3,8,1,15.7,8,1
2025/4/21,26.6,8,1,17.0,8,1,24.1,8,1,17.1,8,1,27.0,8,1,13.6,8,1
2025/4/22,20.1,8,1,17.6,8,1,21.2,8,1,16.3,8,1,18.7,8,1,12.8,8,1
2025/4/23,23.5,8,1,17.9,8,1,21.6,8,1,16.7,8,1,22.3,8,1,13.4,8,1
2025/4/24,26.2,8,1,14.7,8,1,21.9,8,1,12.7,8,1,26.4,8,1,9.8,8,1
2025/4/25,23.2,8,1,14.4,8,1,21.7,8,1,12.4,8,1,20.5,8,1,6.2,8,1
2025/4/26,23.1,8,1,10.9,8,1,23.1,8,1,7.0,8,1,24.5,8,1,2.3,8,1
2025/4/27,22.3,8,1,11.1,8,1,27.1,8,1,7.8,8,1,26.0,8,1,3.3,8,1
2025/4/28,18.4,8,1,12.9,8,1,19.1,8,1,12.4,8,1,16.3,8,1,9.6,8,1
2025/4/29,21.7,8,1,11.5,8,1,19.6,8,1,10.1,8,1,22.2,8,1,6.2,8,1
2025/4/30,21.4,8,1,9.9,8,1,24.1,8,1,6.8,8,1,24.7,8,1,3.5,8,1
2025/5/1,22.0,8,1,14.9,8,1,24.6,8,1,13.1,8,1,22.8,8,1,9.6,8,1
2025/5/2,23.1,8,1,14.0,8,1,22.2,8,1,11.6,8,1,24.4,8,1,8.8,8,1
2025/5/3,22.4,8,1,11.1,8,1,24.9,8,1,9.4,8,1,24.1,8,1,6.1,8,1
2025/5/4,22.3,8,1,13.4,8,1,21.8,8,1,10.4,8,1,22.4,8,1,5.6,8,1
2025/5/5,22.7,8,1,12.4,8,1,23.9,8,1,7.3,8,1,23.9,8,1,3.3,8,1
2025/5/6,21.4,8,1,15.1,8,1,19.9,8,1,14.5,8,1,18.9,8,1,13.1,8,1
2025/5/7,22.6,8,1,13.7,8,1,20.5,8,1,12.1,8,1,22.2,8,1,8.5,8,1
2025/5/8,23.7,8,1,12.3,8,1,24.2,8,1,10.0,8,1,24.6,8,1,6.4,8,1
2025/5/9,21.5,8,1,16.3,8,1,20.8,8,1,16.8,8,1,18.9,8,1,14.8,8,1
2025/5/10,25.4,8,1,17.1,8,1,25.5,8,1,18.3,8,1,25.8,8,1,12.9,8,1
2025/5/11,20.2,8,1,13.9,8,1,19.1,8,1,13.8,8,1,19.8,8,1,9.5,8,1
2025/5/12,21.7,8,1,12.5,8,1,21.0,8,1,12.5,8,1,25.2,8,1,10.5,8,1
2025/5/13,25.0,8,1,13.1,8,1,26.0,8,1,11.8,8,1,26.3,8,1,9.5,8,1
2025/5/14,24.1,8,1,14.2,8,1,26.6,8,1,12.0,8,1,26.1,8,1,8.2,8,1
2025/5/15,24.2,8,1,16.9,8,1,27.3,8,1,15.0,8,1,26.4,8,1,11.9,8,1
2025/5/16,23.7,8,1,19.6,8,1,24.9,8,1,18.5,8,1,24.3,8,1,16.3,8,1
2025/5/17,26.2,8,1,19.8,8,1,28.5,8,1,20.7,8,1,25.8,8,1,18.4,8,1
2025/5/18,24.3,8,1,19.6,8,1,25.0,8,1,18.9,8,1,24.4,8,1,17.8,8,1
2025/5/19,22.8,8,1,18.2,8,1,24.8,8,1,17.1,8,1,25.5,8,1,16.1,8,1
2025/5/20,25.5,8,1,17.7,8,1,28.9,8,1,16.9,8,1,30.9,8,1,16.6,8,1
2025/5/21,22.4,8,1,20.5,8,1,23.6,8,1,21.1,8,1,22.4,8,1,20.5,8,1
2025/5/22,29.1,8,1,21.1,8,1,28.3,8,1,20.4,8,1,26.9,8,1,17.5,8,1
2025/5/23,27.1,8,1,19.7,8,1,23.7,8,1,18.8,8,1,25.7,8,1,15.1,8,1
2025/5/24,23.0,8,1,20.6,8,1,25.1,8,1,18.7,8,1,23.1,8,1,18.3,8,1
2025/5/25,22.9,8,1,16.6,8,1,20.9,8,1,16.0,8,1,22.1,8,1,11.9,8,1
2025/5/26,21.3,8,1,14.8,8,1,20.5,8,1,13.4,8,1,21.1,8,1,10.3,8,1
2025/5/27,25.0,8,1,14.1,8,1,23.2,8,1,11.9,8,1,25.4,8,1,9.2,8,1
2025/5/28,24.2,8,1,16.3,8,1,24.1,8,1,14.5,8,1,24.9,8,1,12.4,8,1
2025/5/29,20.8,8,1,16.6,8,1,20.6,8,1,17.0,8,1,19.2,8,1,15.0,8,1
2025/5/30,20.8,8,1,16.7,8,1,21.7,8,1,16.6,8,1,19.3,8,1,14.1,8,1
2025/5/31,26.5,8,1,17.8,8,1,25.6,8,1,14.5,8,1,25.4,8,1,10.5,8,1
2025/6/1,25.3,8,1,16.9,8,1,26.9,8,1,13.6,8,1,29.6,8,1,9.4,8,1
2025/6/2,22.2,8,1,16.8,8,1,22.5,8,1,15.0,8,1,19.9,8,1,11.7,8,1
2025/6/3,25.7,8,1,18.5,8,1,22.5,8,1,17.3,8,1,24.0,8,1,16.0,8,1
2025/6/4,27.6,8,1,16.9,8,1,25.9,8,1,15.9,8,1,28.9,8,1,13.1,8,1
2025/6/5,27.2,8,1,16.4,8,1,26.8,8,1,15.8,8,1,30.5,8,1,10.6,8,1
2025/6/6,27.0,8,1,16.8,8,1,29.4,8,1,14.8,8,1,28.1,8,1,11.4,8,1
2025/6/7,26.2,8,1,20.6,8,1,27.2,8,1,20.6,8,1,28.2,8,1,17.7,8,1
2025/6/8,22.6,8,1,18.7,8,1,24.0,8,1,18.9,8,1,22.0,8,1,18.0,8,1
2025/6/9,20.7,8,1,18.4,8,1,20.2,8,1,18.3,8,1,20.0,8,1,17.3,8,1
2025/6/10,24.0,8,1,20.1,8,1,23.5,8,1,19.9,8,1,23.6,8,1,19.2,8,1
2025/6/11,23.3,8,1,20.1,8,1,22.8,8,1,18.8,8,1,24.2,8,1,19.7,8,1
2025/6/12,25.3,8,1,20.5,8,1,23.2,8,1,19.2,8,1,23.5,8,1,19.4,8,1
2025/6/13,24.7,8,1,20.6,8,1,24.7,8,1,18.9,8,1,30.3,8,1,20.1,8,1
2025/6/14,25.5,8,1,22.3,8,1,28.1,8,1,23.2,8,1,26.2,8,1,22.7,8,1
2025/6/15,28.8,8,1,22.1,8,1,31.4,8,1,21.9,8,1,30.1,8,1,20.3,8,1
2025/6/16,30.9,8,1,22.8,8,1,34.0,8,1,23.8,8,1,32.6,8,1,22.5,8,1
2025/6/17,30.7,8,1,22.9,8,1,31.1,8,1,22.9,8,1,32.3,8,1,22.2,8,1
2025/6/18,29.1,8,1,22.4,8,1,32.2,8,1,23.2,8,1,32.9,8,1,20.3,8,1
2025/6/19,29.5,8,1,21.7,8,1,31.8,8,1,20.8,8,1,34.1,8,1,17.8,8,1
2025/6/20,31.0,8,1,21.5,8,1,32.2,8,1,20.2,8,1,32.7,8,1,18.3,8,1
2025/6/21,29.5,8,1,24.9,8,1,32.1,8,1,25.0,8,1,31.0,8,1,22.9,8,1
2025/6/22,29.7,8,1,24.6,8,1,34.1,8,1,25.2,8,1,32.4,8,1,22.2,8,1
2025/6/23,27.0,8,1,24.0,8,1,26.6,8,1,24.1,8,1,26.6,8,1,23.0,8,1
2025/6/24,27.3,8,1,23.9,8,1,29.0,8,1,23.9,8,1,27.9,8,1,22.9,8,1
2025/6/25,29.6,8,1,24.5,8,1,31.9,8,1,24.6,8,1,31.0,8,1,23.8,8,1
2025/6/26,28.4,8,1,24.7,8,1,26.9,8,1,23.6,8,1,28.4,8,1,23.6,8,1
2025/6/27,31.3,8,1,23.4,8,1,29.5,8,1,23.3,8,1,33.9,8,1,21.9,8,1
2025/6/28,29.9,8,1,22.9,8,1,30.6,8,1,21.8,8,1,34.2,8,1,21.1,8,1
2025/6/29,30.5,8,1,23.3,8,1,31.6,8,1,22.6,8,1,34.8,8,1,22.4,8,1
2025/6/30,30.8,8,1,24.4,8,1,34.1,8,1,23.8,8,1,33.1,8,1,22.2,8,1
2025/7/1,30.6,8,1,24.7,8,1,31.9,8,1,23.9,8,1,35.6,8,1,22.6,8,1
2025/7/2,31.0,8,1,24.4,8,1,33.2,8,1,23.1,8,1,35.0,8,1,23.1,8,1
2025/7/3,31.2,8,1,25.0,8,1,32.1,8,1,24.8,8,1,34.8,8,1,23.6,8,1
2025/7/4,32.6,8,1,24.9,8,1,31.6,8,1,25.4,8,1,34.2,8,1,23.5,8,1
2025/7/5,32.1,8,1,25.0,8,1,31.5,8,1,24.7,8,1,36.0,8,1,22.6,8,1
2025/7/6,33.1,8,1,24.6,8,1,31.2,8,1,23.7,8,1,36.8,8,1,21.0,8,1
2025/7/7,34.6,8,1,24.2,8,1,31.7,8,1,23.4,8,1,35.3,8,1,21.2,8,1
2025/7/8,34.3,8,1,25.4,8,1,36.2,8,1,24.6,8,1,35.3,8,1,22.7,8,1
2025/7/9,32.5,8,1,25.2,8,1,34.2,8,1,26.2,8,1,33.0,8,1,23.2,8,1
2025/7/10,31.0,8,1,25.4,8,1,32.4,8,1,24.9,8,1,31.1,8,1,23.0,8,1
2025/7/11,30.4,8,1,25.2,8,1,32.0,8,1,25.5,8,1,29.5,8,1,24.0,8,1
2025/7/12,29.6,8,1,25.5,8,1,31.4,8,1,25.1,8,1,28.5,8,1,24.1,8,1
2025/7/13,30.2,8,1,26.0,8,1,31.0,8,1,25.5,8,1,29.4,8,1,24.1,8,1
2025/7/14,31.2,8,1,22.2,8,1,32.7,8,1,22.1,8,1,32.4,8,1,19.5,8,1
2025/7/15,30.7,8,1,21.6,8,1,32.9,8,1,20.9,8,1,32.3,8,1,18.9,8,1
2025/7/16,30.6,8,1,20.7,8,1,32.7,8,1,20.5,8,1,31.4,8,1,18.3,8,1
2025/7/17,31.0,8,1,25.6,8,1,32.7,8,1,24.8,8,1,33.0,8,1,23.6,8,1
2025/7/18,27.3,8,1,23.6,8,1,28.2,8,1,24.5,8,1,25.7,8,1,23.7,8,1
2025/7/19,30.5,8,1,25.0,8,1,31.3,8,1,24.1,8,1,29.0,8,1,23.1,8,1
2025/7/20,31.7,8,1,25.2,8,1,32.6,8,1,24.3,8,1,31.1,8,1,22.5,8,1
2025/7/21,31.2,8,1,25.0,8,1,32.9,8,1,24.3,8,1,31.7,8,1,22.5,8,1
2025/7/22,31.1,8,1,24.8,8,1,34.3,8,1,23.5,8,1,32.9,8,1,21.2,8,1
2025/7/23,31.3,8,1,24.4,8,1,34.1,8,1,23.0,8,1,33.0,8,1,19.9,8,1
2025/7/24,31.6,8,1,26.0,8,1,33.7,8,1,25.2,8,1,30.6,8,1,23.3,8,1
2025/7/25,30.0,8,1,26.4,8,1,31.0,8,1,25.6,8,1,28.5,8,1,23.2,8,1
2025/7/26,30.3,8,1,25.7,8,1,30.9,8,1,25.4,8,1,29.8,8,1,24.0,8,1
2025/7/27,30.8,8,1,26.4,8,1,32.3,8,1,26.0,8,1,28.5,8,1,22.8,8,1
2025/7/28,31.5,8,1,27.2,8,1,33.0,8,1,24.3,8,1,31.1,8,1,21.6,8,1
2025/7/29,31.5,8,1,24.9,8,1,33.2,8,1,23.1,8,1,32.2,8,1,20.7,8,1
2025/7/30,31.3,8,1,24.1,8,1,32.9,8,1,22.4,8,1,31.5,8,1,20.4,8,1
2025/7/31,32.9,8,1,24.4,8,1,34.2,8,1,22.9,8,1,32.3,8,1,19.3,8,1
2025/8/1,32.5,8,1,25.1,8,1,34.2,8,1,24.2,8,1,34.7,8,1,21.4,8,1
2025/8/2,33.4,8,1,24.8,8,1,33.8,8,1,23.1,8,1,35.6,8,1,20.9,8,1
2025/8/3,32.5,8,1,25.2,8,1,35.7,8,1,23.4,8,1,36.0,8,1,20.3,8,1
2025/8/4,31.9,8,1,26.0,8,1,34.8,8,1,24.8,8,1,32.6,8,1,23.1,8,1
2025/8/5,32.9,8,1,27.2,8,1,37.1,8,1,26.9,8,1,35.5,8,1,24.8,8,1
2025/8/6,33.8,8,1,26.3,8,1,36.8,8,1,25.9,8,1,36.8,8,1,23.5,8,1
2025/8/7,30.7,8,1,25.0,8,1,30.4,8,1,25.4,8,1,30.8,8,1,24.1,8,1
2025/8/8,30.9,8,1,24.3,8,1,33.8,8,1,24.2,8,1,32.4,8,1,22.8,8,1
2025/8/9,26.4,8,1,23.8,8,1,26.4,8,1,23.4,8,1,25.2,8,1,22.4,8,1
2025/8/10,29.3,8,1,24.9,8,1,29.3,8,1,24.6,8,1,26.6,8,1,22.8,8,1
2025/8/11,27.5,8,1,24.7,8,1,28.4,8,1,24.6,8,1,27.2,8,1,23.3,8,1
2025/8/12,29.7,8,1,26.7,8,1,32.9,8,1,24.8,8,1,34.3,8,1,23.0,8,1
2025/8/13,30.9,8,1,25.5,8,1,34.0,8,1,25.2,8,1,34.0,8,1,23.7,8,1
2025/8/14,31.2,8,1,25.6,8,1,32.5,8,1,23.8,8,1,34.7,8,1,23.5,8,1
2025/8/15,33.2,8,1,25.1,8,1,32.8,8,1,24.0,8,1,34.6,8,1,23.0,8,1
2025/8/16,31.5,8,1,25.3,8,1,34.1,8,1,24.8,8,1,34.7,8,1,23.1,8,1
2025/8/17,31.7,8,1,25.7,8,1,33.0,8,1,24.9,8,1,34.8,8,1,22.8,8,1
2025/8/18,31.4,8,1,25.0,8,1,33.4,8,1,23.9,8,1,34.5,8,1,22.1,8,1
2025/8/19,31.3,8,1,25.2,8,1,34.5,8,1,24.0,8,1,34.1,8,1,21.9,8,1
2025/8/20,31.6,8,1,25.2,8,1,34.5,8,1,24.9,8,1,33.4,8,1,23.2,8,1
2025/8/21,30.7,8,1,25.3,8,1,32.7,8,1,24.8,8,1,32.3,8,1,22.9,8,1
2025/8/22,29.4,8,1,25.1,8,1,30.1,8,1,25.0,8,1,27.8,8,1,23.9,8,1
2025/8/23,31.5,8,1,25.2,8,1,32.5,8,1,25.1,8,1,33.7,8,1,23.6,8,1
2025/8/24,32.8,8,1,26.0,8,1,32.8,8,1,26.1,8,1,33.6,8,1,23.9,8,1
2025/8/25,31.5,8,1,25.1,8,1,34.3,8,1,24.8,8,1,33.7,8,1,23.1,8,1
2025/8/26,30.8,8,1,25.6,8,1,33.8,8,1,25.3,8,1,33.2,8,1,23.5,8,1
2025/8/27,30.8,8,1,24.7,8,1,33.0,8,1,24.6,8,1,34.5,8,1,22.9,8,1
2025/8/28,30.4,8,1,23.9,8,1,32.2,8,1,24.0,8,1,33.0,8,1,22.2,8,1
2025/8/29,31.2,8,1,24.6,8,1,32.1,8,1,24.5,8,1,34.3,8,1,22.7,8,1
2025/8/30,31.2,8,1,25.0,8,1,35.1,8,1,24.4,8,1,34.8,8,1,22.2,8,1
2025/8/31,31.4,8,1,25.3,8,1,35.1,8,1,24.4,8,1,33.1,8,1,22.9,8,1
2025/9/1,31.8,8,1,25.8,8,1,35.4,8,1,25.7,8,1,33.7,8,1,23.2,8,1
2025/9/2,31.6,8,1,25.2,8,1,35.2,8,1,24.8,8,1,34.8,8,1,22.7,8,1
2025/9/3,33.3,8,1,24.9,8,1,32.5,8,1,24.3,8,1,32.9,8,1,21.9,8,1
2025/9/4,27.6,8,1,24.8,8,1,27.5,8,1,24.6,8,1,25.2,8,1,23.6,8,1
2025/9/5,32.5,8,1,23.8,8,1,34.4,8,1,23.7,8,1,34.4,8,1,22.2,8,1
2025/9/6,32.2,8,1,24.9,8,1,31.0,8,1,24.0,8,1,34.4,8,1,23.3,8,1
2025/9/7,31.8,8,1,24.3,8,1,32.5,8,1,24.0,8,1,34.9,8,1,22.0,8,1
2025/9/8,32.3,8,1,24.7,8,1,34.5,8,1,24.2,8,1,33.8,8,1,22.2,8,1
2025/9/9,31.5,8,1,25.3,8,1,33.2,8,1,24.3,8,1,34.4,8,1,22.9,8,1
2025/9/10,27.2,8,1,24.2,8,1,28.3,8,1,24.5,8,1,25.9,8,1,23.2,8,1
2025/9/11,29.2,8,1,23.7,8,1,29.7,8,1,23.8,8,1,30.8,8,1,22.1,8,1
2025/9/12,31.3,8,1,23.4,8,1,32.2,8,1,23.6,8,1,31.2,8,1,22.3,8,1
2025/9/13,30.9,8,1,25.1,8,1,33.7,8,1,24.6,8,1,32.0,8,1,21.9,8,1
2025/9/14,31.7,8,1,24.1,8,1,33.4,8,1,24.4,8,1,33.7,8,1,23.1,8,1
2025/9/15,32.2,8,1,24.6,8,1,32.6,8,1,24.4,8,1,34.9,8,1,22.4,8,1
2025/9/16,31.0,8,1,25.0,8,1,32.4,8,1,24.4,8,1,32.9,8,1,22.6,8,1
2025/9/17,31.7,8,1,24.8,8,1,32.1,8,1,24.9,8,1,34.2,8,1,23.4,8,1
2025/9/18,31.6,8,1,24.0,8,1,30.8,8,1,24.0,8,1,31.6,8,1,22.7,8,1
2025/9/19,31.4,8,1,24.5,8,1,29.8,8,1,23.8,8,1,29.3,8,1,21.9,8,1
2025/9/20,30.4,8,1,23.8,8,1,32.3,8,1,22.7,8,1,31.4,8,1,20.8,8,1
2025/9/21,30.2,8,1,24.4,8,1,28.9,8,1,21.7,8,1,28.4,8,1,18.6,8,1
2025/9/22,28.7,8,1,23.1,8,1,26.9,8,1,21.3,8,1,25.9,8,1,17.8,8,1
2025/9/23,27.1,8,1,23.1,8,1,27.2,8,1,22.1,8,1,24.2,8,1,21.4,8,1
2025/9/24,28.5,8,1,23.9,8,1,28.1,8,1,23.2,8,1,26.6,8,1,22.0,8,1
2025/9/25,28.0,8,1,23.6,8,1,29.0,8,1,23.3,8,1,29.5,8,1,22.3,8,1
2025/9/26,30.5,8,1,23.5,8,1,29.2,8,1,23.1,8,1,31.7,8,1,22.2,8,1
2025/9/27,29.9,8,1,22.7,8,1,27.6,8,1,22.2,8,1,28.3,8,1,21.0,8,1
2025/9/28,28.0,8,1,21.6,8,1,29.4,8,1,21.7,8,1,27.4,8,1,20.3,8,1
2025/9/29,30.6,8,1,23.2,8,1,29.8,8,1,22.0,8,1,30.5,8,1,19.7,8,1
2025/9/30,28.4,8,1,20.9,8,1,27.4,8,1,19.2,8,1,28.4,8,1,16.1,8,1
2025/10/1,29.2,8,1,20.1,8,1,27.2,8,1,18.3,8,1,29.5,8,1,17.1,8,1
2025/10/2,29.4,8,1,21.4,8,1,28.4,8,1,18.6,8,1,28.9,8,1,16.5,8,1
2025/10/3,24.5,8,1,21.6,8,1,22.9,8,1,19.6,8,1,22.3,8,1,16.5,8,1
2025/10/4,28.4,8,1,23.9,8,1,30.5,8,1,22.3,8,1,30.0,8,1,21.6,8,1
2025/10/5,31.1,8,1,23.9,8,1,27.6,8,1,22.9,8,1,29.6,8,1,22.0,8,1
2025/10/6,30.3,8,1,23.2,8,1,29.1,8,1,21.0,8,1,29.7,8,1,18.4,8,1
2025/10/7,29.7,8,1,22.8,8,1,30.9,8,1,19.7,8,1,30.0,8,1,17.0,8,1
2025/10/8,30.7,8,1,23.9,8,1,29.6,8,1,23.8,8,1,30.1,8,1,21.9,8,1
2025/10/9,27.7,5,1,23.2,5,1,27.1,8,1,20.1,8,1,25.9,8,1,15.8,8,1
2025/10/10,27.9,8,1,21.6,8,1,26.3,8,1,19.3,8,1,28.3,8,1,15.0,8,1
2025/10/11,27.9,8,1,21.7,8,1,27.5,8,1,19.4,8,1,25.3,8,1,17.6,8,1
2025/10/12,30.4,8,1,23.4,8,1,29.9,8,1,22.9,8,1,30.6,8,1,19.6,8,1
2025/10/13,30.6,8,1,22.0,8,1,28.9,8,1,20.8,8,1,30.9,8,1,18.0,8,1
2025/10/14,29.0,8,1,21.3,8,1,30.2,8,1,19.8,8,1,30.8,8,1,17.2,8,1
2025/10/15,29.8,8,1,23.1,8,1,27.6,8,1,21.3,8,1,28.2,8,1,18.8,8,1
2025/10/16,29.5,8,1,22.8,8,1,29.7,8,1,21.1,8,1,32.9,8,1,19.5,8,1
2025/10/17,29.5,8,1,22.4,8,1,26.4,8,1,21.0,8,1,29.0,8,1,18.7,8,1
2025/10/18,29.1,8,1,22.1,8,1,29.4,8,1,19.5,8,1,29.2,8,1,17.3,8,1
2025/10/19,27.5,8,1,21.7,8,1,25.8,8,1,20.8,8,1,25.8,8,1,19.6,8,1
2025/10/20,24.9,8,1,21.2,8,1,24.2,8,1,20.5,8,1,23.0,8,1,16.5,8,1
2025/10/21,21.7,8,1,17.1,8,1,21.6,8,1,16.4,8,1,19.9,8,1,14.8,8,1
2025/10/22,18.7,8,1,15.2,8,1,18.5,8,1,15.0,8,1,16.1,8,1,13.2,8,1
2025/10/23,23.5,8,1,16.1,8,1,22.0,8,1,15.4,8,1,20.7,8,1,13.8,8,1
2025/10/24,22.3,8,1,18.0,8,1,21.8,8,1,17.1,8,1,20.0,8,1,15.4,8,1
2025/10/25,22.0,8,1,18.2,8,1,20.2,8,1,16.8,8,1,20.3,8,1,15.3,8,1
2025/10/26,25.6,8,1,19.1,8,1,24.9,8,1,18.2,8,1,24.7,8,1,15.0,8,1
2025/10/27,23.2,8,1,15.8,8,1,22.3,8,1,13.7,8,1,21.6,8,1,8.4,8,1
2025/10/28,19.7,8,1,13.1,8,1,18.6,8,1,10.8,8,1,18.3,8,1,6.6,8,1
2025/10/29,20.3,8,1,12.5,8,1,19.0,8,1,10.3,8,1,18.9,8,1,4.2,8,1
2025/10/30,23.3,8,1,13.5,8,1,20.3,8,1,9.3,8,1,21.6,8,1,4.7,8,1
2025/10/31,18.1,8,1,14.5,8,1,18.1,8,1,14.3,8,1,16.1,8,1,10.7,8,1
2025/11/1,23.5,8,1,14.2,8,1,23.1,8,1,12.7,8,1,21.3,8,1,8.7,8,1
2025/11/2,20.1,8,1,13.7,8,1,20.2,8,1,11.9,8,1,18.7,8,1,7.7,8,1
2025/11/3,18.3,8,1,11.6,8,1,17.7,8,1,9.0,8,1,16.9,8,1,6.2,8,1
2025/11/4,19.1,8,1,12.2,8,1,18.8,8,1,8.7,8,1,18.1,8,1,4.9,8,1
2025/11/5,20.3,8,1,15.3,8,1,20.1,8,1,12.8,8,1,19.1,8,1,10.8,8,1
2025/11/6,22.3,8,1,16.4,8,1,21.3,8,1,12.9,8,1,20.3,8,1,8.0,8,1
2025/11/7,22.2,8,1,15.6,8,1,21.0,8,1,11.4,8,1,20.9,8,1,6.6,8,1
2025/11/8,23.2,8,1,14.3,8,1,21.7,8,1,10.3,8,1,21.4,8,1,5.0,8,1
2025/11/9,25.7,8,1,19.3,8,1,25.7,8,1,16.9,8,1,25.8,8,1,15.6,8,1
2025/11/10,20.1,8,1,12.3,8,1,19.5,8,1,9.4,8,1,19.2,8,1,4.5,8,1
2025/11/11,16.0,8,1,11.7,8,1,16.2,8,1,7.7,8,1,14.8,8,1,3.0,8,1
2025/11/12,18.4,8,1,13.8,8,1,17.1,8,1,10.7,8,1,15.4,8,1,7.3,8,1
2025/11/13,18.1,8,1,14.9,8,1,17.6,8,1,13.0,8,1,16.4,8,1,11.4,8,1
2025/11/14,20.9,8,1,13.2,8,1,20.0,8,1,10.1,8,1,19.6,8,1,6.9,8,1
2025/11/15,21.7,8,1,12.5,8,1,20.3,8,1,8.6,8,1,19.8,8,1,4.7,8,1
2025/11/16,22.4,8,1,12.4,8,1,21.4,8,1,8.7,8,1,22.4,8,1,4.2,8,1
2025/11/17,23.4,8,1,13.7,8,1,21.5,8,1,11.0,8,1,21.5,8,1,7.3,8,1
2025/11/18,15.3,8,1,7.5,8,1,15.1,8,1,8.0,8,1,12.7,8,1,4.2,8,1
2025/11/19,14.2,8,1,6.7,8,1,13.6,8,1,5.4,8,1,12.6,8,1,1.4,8,1
2025/11/20,18.1,8,1,6.6,8,1,17.8,8,1,4.6,8,1,16.8,8,1,0.3,8,1
2025/11/21,20.1,8,1,10.7,8,1,19.5,8,1,5.9,8,1,19.2,8,1,0.0,8,1
2025/11/22,19.3,8,1,10.0,8,1,17.5,8,1,6.0,8,1,17.9,8,1,0.8,8,1
2025/11/23,19.8,8,1,9.5,8,1,17.6,8,1,5.8,8,1,19.7,8,1,0.9,8,1
2025/11/24,20.8,8,1,11.8,8,1,19.9,8,1,7.4,8,1,20.0,8,1,4.0,8,1
2025/11/25,21.1,8,1,12.4,8,1,20.1,8,1,11.7,8,1,18.0,8,1,5.9,8,1
2025/11/26,18.3,8,1,10.6,8,1,17.7,8,1,8.1,8,1,17.3,8,1,3.2,8,1
2025/11/27,21.1,8,1,9.0,8,1,21.7,8,1,5.2,8,1,20.7,8,1,1.2,8,1
2025/11/28,16.9,8,1,10.4,8,1,15.9,8,1,6.5,8,1,15.9,8,1,1.6,8,1
2025/11/29,17.1,8,1,7.8,8,1,15.2,8,1,3.7,8,1,17.7,8,1,-1.5,8,1
