Downloaded at: 2026/09/16 14:01:40

,Kamae,Kamae,Kamae,Kamae,Kamae,Kamae,Saeki,Saeki,Saeki,Saeki,Saeki,Saeki,Ume,Ume,Ume,Ume,Ume,Ume
Date,Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃)
,,,,,,,,,,,,,,,,,,
,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.
2025/11/30,20.1,8,1,10.1,8,1,18.0,8,1,5.2,8,1,20.1,8,1,-0.4,8,1
2025/12/1,22.2,8,1,10.9,8,1,21.6,8,1,7.7,8,1,20.6,8,1,4.7,8,1
2025/12/2,20.8,8,1,13.1,8,1,18.4,8,1,9.4,8,1,19.7,5,1,6.3,5,1
2025/12/3,13.5,8,1,6.2,8,1,12.8,8,1,6.3,8,1,12.2,8,1,2.0,8,1
2025/12/4,11.5,8,1,4.8,8,1,10.8,8,1,3.0,8,1,10.9,8,1,-0.7,8,1
2025/12/5,13.3,8,1,5.4,8,1,12.3,8,1,2.2,8,1,12.4,8,1,-2.5,8,1
2025/12/6,15.5,8,1,4.3,8,1,13.2,8,1,0.0,8,1,15.8,8,1,-4.7,8,1
2025/12/7,18.9,8,1,6.8,8,1,17.9,8,1,2.7,8,1,19.7,8,1,-2.1,8,1
2025/12/8,19.6,8,1,9.7,8,1,18.2,8,1,5.4,8,1,18.9,8,1,0.9,8,1
2025/12/9,14.6,8,1,8.9,8,1,13.8,8,1,4.4,8,1,13.6,8,1,-0.9,8,1
2025/12/10,15.3,8,1,8.0,8,1,14.0,8,1,3.1,8,1,14.6,8,1,-2.1,8,1
2025/12/11,18.4,8,1,8.3,8,1,20.0,8,1,5.1,8,1,19.2,8,1,0.6,8,1
2025/12/12,15.0,8,1,8.8,8,1,14.3,8,1,7.5,8,1,10.5,8,1,-0.3,8,1
2025/12/13,16.0,8,1,7.9,8,1,10.7,8,1,3.8,8,1,8.4,8,1,-2.0,8,1
2025/12/14,16.1,8,1,7.5,8,1,13.0,8,1,6.8,8,1,12.9,8,1,4.4,8,1
2025/12/15,12.7,8,1,5.8,8,1,12.4,8,1,2.8,8,1,12.4,8,1,-1.9,8,1
2025/12/16,15.3,8,1,4.7,8,1,14.4,8,1,0.3,8,1,15.9,8,1,-4.0,8,1
2025/12/17,17.9,8,1,6.8,8,1,18.5,8,1,2.8,8,1,17.2,8,1,-0.9,8,1
2025/12/18,16.2,5,1,6.3,5,1,15.1,8,1,4.3,8,1,16.0,8,1,-0.4,8,1
2025/12/19,19.1,8,1,7.6,8,1,18.6,8,1,4.4,8,1,18.9,8,1,0.1,8,1
2025/12/20,20.8,8,1,14.3,8,1,21.0,8,1,12.5,8,1,21.2,8,1,9.5,8,1
2025/12/21,19.4,8,1,10.6,8,1,17.3,8,1,10.6,8,1,17.4,8,1,7.5,8,1
2025/12/22,13.8,8,1,8.5,8,1,13.2,8,1,6.7,8,1,11.7,8,1,1.4,8,1
2025/12/23,17.3,8,1,9.6,8,1,16.8,8,1,4.8,8,1,16.7,8,1,0.0,8,1
2025/12/24,17.9,8,1,12.1,8,1,16.1,8,1,9.5,8,1,14.6,8,1,5.6,8,1
2025/12/25,15.8,8,1,6.1,8,1,14.5,8,1,6.2,8,1,12.3,8,1,3.9,8,1
2025/12/26,6.9,8,1,1.6,8,1,6.3,8,1,1.5,8,1,5.2,8,1,-4.0,8,1
2025/12/27,9.8,8,1,0.3,8,1,9.1,8,1,-1.5,8,1,9.0,8,1,-6.7,8,1
2025/12/28,12.4,8,1,3.7,8,1,12.0,8,1,-0.7,8,1,11.6,8,1,-5.6,8,1
2025/12/29,16.1,8,1,3.4,8,1,17.3,8,1,-0.1,8,1,16.9,8,1,-5.3,8,1
2025/12/30,17.7,8,1,8.1,8,1,16.4,8,1,3.8,8,1,16.8,8,1,-1.4,8,1
2025/12/31,11.7,8,1,5.6,8,1,10.8,8,1,4.2,8,1,10.8,8,1,-2.5,8,1
2026/1/1,10.0,8,1,4.4,8,1,9.1,8,1,3.8,8,1,9.0,8,1,-3.3,8,1
2026/1/2,7.0,8,1,0.5,8,1,5.2,8,1,-0.4,8,1,5.8,8,1,-3.0,8,1
2026/1/3,10.9,8,1,2.0,8,1,9.7,8,1,-0.6,8,1,9.5,8,1,-1.8,8,1
2026/1/4,12.5,8,1,2.7,8,1,12.3,8,1,-1.5,8,1,12.0,8,1,-6.2,8,1
2026/1/5,14.1,8,1,6.7,8,1,13.1,8,1,3.3,8,1,11.4,8,1,-1.4,8,1
2026/1/6,12.2,8,1,5.0,8,1,11.2,5,1,2.0,5,1,11.2,8,1,-3.0,8,1
2026/1/7,14.7,8,1,4.2,8,1,14.2,8,1,0.3,8,1,13.2,8,1,-4.6,8,1
2026/1/8,10.7,8,1,3.7,8,1,9.8,8,1,2.2,8,1,9.7,8,1,-3.5,8,1
2026/1/9,11.7,8,1,1.5,8,1,10.0,8,1,-1.7,8,1,12.0,8,1,-6.9,8,1
2026/1/10,19.4,8,1,3.0,8,1,18.1,8,1,-0.4,8,1,18.4,8,1,-5.7,8,1
2026/1/11,13.3,8,1,2.0,8,1,11.2,8,1,0.6,8,1,9.1,8,1,-0.7,8,1
2026/1/12,10.1,8,1,0.0,8,1,8.8,8,1,-2.5,8,1,10.2,8,1,-5.5,8,1
2026/1/13,16.2,8,1,4.2,8,1,15.7,8,1,0.9,8,1,14.0,8,1,-2.3,8,1
2026/1/14,14.1,8,1,4.6,8,1,13.2,8,1,1.1,8,1,13.8,8,1,-3.0,8,1
2026/1/15,18.3,8,1,4.7,8,1,18.1,8,1,0.0,8,1,19.0,8,1,-4.9,8,1
2026/1/16,19.5,8,1,9.4,8,1,16.9,8,1,4.8,8,1,20.1,8,1,-1.3,8,1
2026/1/17,19.4,8,1,9.1,8,1,17.2,8,1,4.1,8,1,20.2,8,1,-0.6,8,1
2026/1/18,18.5,8,1,8.6,8,1,15.2,8,1,3.4,8,1,18.9,8,1,-2.3,8,1
2026/1/19,19.4,8,1,9.1,8,1,15.6,8,1,4.9,8,1,19.9,8,1,0.1,8,1
2026/1/20,12.9,8,1,6.4,8,1,11.8,8,1,5.8,8,1,10.1,8,1,2.4,8,1
2026/1/21,9.7,8,1,2.0,8,1,8.7,8,1,1.9,8,1,9.7,8,1,-2.4,8,1
2026/1/22,7.6,8,1,0.8,8,1,7.0,8,1,0.7,8,1,6.2,8,1,-2.0,8,1
2026/1/23,9.5,8,1,0.3,8,1,9.0,8,1,-1.4,8,1,8.4,8,1,-4.3,8,1
2026/1/24,11.3,8,1,1.8,8,1,10.6,8,1,-0.1,8,1,10.4,8,1,-4.9,8,1
2026/1/25,9.1,8,1,2.9,8,1,8.2,8,1,0.7,8,1,8.6,8,1,-5.2,8,1
2026/1/26,10.9,8,1,1.9,8,1,9.0,8,1,-2.3,8,1,11.6,8,1,-8.0,8,1
2026/1/27,12.5,8,1,5.6,8,1,11.6,8,1,3.2,8,1,12.6,8,1,-0.7,8,1
2026/1/28,11.8,5,1,4.5,5,1,10.9,5,1,1.8,5,1,11.5,5,1,-4.3,5,1
2026/1/29,11.7,8,1,2.3,8,1,9.6,8,1,-1.5,8,1,9.6,8,1,-5.4,8,1
2026/1/30,11.5,8,1,3.0,8,1,10.3,8,1,2.2,8,1,10.9,8,1,-3.0,8,1
2026/1/31,10.9,8,1,3.8,8,1,10.0,8,1,1.4,8,1,11.1,8,1,-3.5,8,1
